,cluster,lsat,ugpa,zfygpa,zgpa,fulltime,fam_inc,age,gender,race1,race2,race3,race4,race5,race6,race7,race8
511,3.0,33.0,3.2,-0.48,-1.2,1.0,3.0,-60.0,0,0,0,0,0,0,0,1,0
512,3.0,39.0,3.1,0.63,-0.64,1.0,3.0,-60.0,0,0,0,0,0,0,0,1,0
513,2.0,32.5,2.9,-1.04,-1.84,1.0,3.0,-62.0,0,0,0,0,0,0,1,0,0
514,3.0,32.0,3.0,-0.42,0.0,2.0,4.0,-55.0,1,0,0,0,0,0,0,1,0
515,2.0,32.0,3.3,-0.39,-1.37,1.0,4.0,-61.0,1,0,0,0,0,0,0,1,0
516,4.0,44.0,3.7,0.27,0.02,1.0,2.0,-62.0,0,0,0,0,0,0,0,1,0
517,3.0,27.0,2.7,-1.83,-1.92,1.0,3.0,-60.0,1,0,0,1,0,0,0,0,0
518,3.0,44.0,3.4,0.54,0.61,1.0,3.0,-62.0,1,0,0,0,0,0,0,1,0
519,4.0,37.7,3.3,-0.92,-0.55,1.0,4.0,-60.0,0,0,0,0,0,0,0,1,0
520,3.0,28.0,3.3,1.43,1.57,1.0,4.0,-61.0,0,0,0,0,0,0,0,1,0
521,2.0,43.0,3.2,-0.84,-0.93,1.0,1.0,-52.0,0,0,0,0,0,0,0,1,0
522,3.0,37.0,3.3,-0.32,-0.48,1.0,4.0,-62.0,1,0,0,0,0,0,0,1,0
523,3.0,34.0,3.5,-0.38,0.12,1.0,2.0,-61.0,0,0,0,0,0,0,0,1,0
524,6.0,28.0,3.3,1.16,0.54,1.0,2.0,-61.0,0,0,0,0,0,0,0,1,0
525,3.0,24.0,3.3,-0.73,-0.43,1.0,3.0,-43.0,1,0,0,1,0,0,0,0,0
526,3.0,25.0,3.7,-0.23,-0.75,1.0,1.0,-56.0,1,0,0,1,0,0,0,0,0
527,4.0,29.5,3.7,-1.77,-1.91,1.0,4.0,-61.0,0,0,0,1,0,0,0,0,0
528,5.0,42.5,3.7,1.14,1.04,1.0,4.0,-62.0,0,0,0,0,0,0,0,1,0
529,3.0,41.0,2.6,-0.69,-0.73,1.0,3.0,-60.0,0,0,0,0,0,0,0,1,0
530,4.0,34.0,3.5,-1.43,-1.42,1.0,5.0,-62.0,1,0,0,0,0,0,0,1,0
531,3.0,35.0,2.8,-1.7,-1.16,1.0,3.0,-62.0,0,0,0,0,0,0,0,1,0
532,3.0,48.0,3.8,0.84,0.01,1.0,4.0,-63.0,1,0,0,0,0,0,1,0,0
533,1.0,23.0,2.8,-2.23,-2.2,1.0,3.0,-60.0,1,0,0,1,0,0,0,0,0
534,4.0,30.0,3.9,-0.45,-0.86,1.0,3.0,-62.0,1,0,1,0,0,0,0,0,0
535,1.0,35.0,3.4,-1.09,-1.46,1.0,3.0,-61.0,1,0,1,0,0,0,0,0,0
536,4.0,39.0,2.5,-0.89,-1.2,1.0,3.0,-63.0,1,0,0,1,0,0,0,0,0
537,3.0,38.0,2.5,0.52,0.96,1.0,4.0,-50.0,1,0,0,0,0,0,0,1,0
538,3.0,30.0,3.5,-1.04,-1.32,1.0,3.0,-59.0,1,0,0,0,0,0,0,1,0
539,4.0,30.0,3.3,-0.41,-0.7,2.0,4.0,-59.0,0,0,1,0,0,0,0,0,0
540,4.0,42.0,3.6,2.02,2.17,1.0,3.0,-66.0,0,0,0,0,0,0,0,1,0
541,1.0,40.0,3.8,0.84,0.69,1.0,2.0,-61.0,1,0,0,0,0,0,0,1,0
542,3.0,36.0,3.4,0.71,0.66,1.0,3.0,-62.0,0,0,0,0,0,0,0,1,0
543,5.0,35.0,2.9,-0.14,-0.19,1.0,4.0,-61.0,0,0,0,0,0,0,0,1,0
544,1.0,32.0,2.9,-1.22,-1.09,1.0,3.0,-62.0,1,1,0,0,0,0,0,0,0
545,1.0,39.0,3.5,-0.68,-0.36,1.0,2.0,-53.0,0,0,0,0,0,0,0,1,0
546,2.0,28.0,3.0,-0.16,-0.6,1.0,3.0,-62.0,0,0,0,0,0,0,1,0,0
547,3.0,29.5,2.6,-2.02,-1.64,1.0,3.0,-58.0,1,0,0,0,0,0,1,0,0
548,4.0,46.0,3.6,-0.29,-0.88,1.0,4.0,-62.0,0,0,0,0,0,0,0,1,0
549,1.0,37.0,3.7,-1.92,-1.77,1.0,4.0,-62.0,0,0,0,0,0,0,0,1,0
550,3.0,40.0,3.0,0.86,1.22,1.0,4.0,-59.0,0,0,0,0,0,0,0,1,0
551,3.0,33.0,3.3,0.55,1.06,1.0,3.0,-62.0,0,0,0,0,0,0,0,1,0
552,4.0,37.0,3.4,0.56,0.95,1.0,4.0,-62.0,0,0,0,0,0,0,0,1,0
553,4.0,40.0,3.1,1.23,0.54,1.0,4.0,-61.0,0,0,0,0,0,0,0,1,0
554,2.0,35.0,2.8,1.57,1.35,1.0,3.0,-59.0,1,0,0,0,0,0,0,1,0
555,5.0,40.0,3.3,-1.11,-2.05,1.0,3.0,-68.0,0,0,0,0,0,0,0,1,0
556,4.0,39.0,2.9,-0.16,0.47,1.0,3.0,-58.0,0,0,0,0,0,0,0,1,0
557,1.0,35.0,3.5,0.37,0.61,1.0,3.0,-62.0,1,0,0,0,0,0,0,1,0
558,4.0,41.0,2.7,-0.45,-0.83,1.0,3.0,-60.0,0,0,1,0,0,0,0,0,0
559,4.0,36.0,3.0,-0.51,-1.03,1.0,5.0,-61.0,0,0,0,0,0,0,1,0,0
560,4.0,37.0,3.2,-0.42,-1.41,1.0,3.0,-44.0,1,0,0,0,0,0,0,1,0
561,3.0,36.0,3.2,-0.84,-0.92,1.0,4.0,-64.0,1,0,0,0,0,0,0,1,0
562,4.0,46.0,3.8,-0.97,-1.11,1.0,3.0,-62.0,0,0,0,0,0,0,0,1,0
563,3.0,36.0,3.9,1.13,0.93,1.0,3.0,-62.0,1,0,0,0,0,0,0,1,0
564,3.0,36.0,2.7,0.2,-0.02,1.0,4.0,-62.0,0,0,0,0,0,0,0,1,0
565,1.0,42.0,3.0,0.78,0.55,1.0,5.0,-48.0,1,0,0,0,0,0,0,1,0
566,6.0,22.0,2.9,0.67,-0.08,1.0,2.0,-59.0,1,0,0,1,0,0,0,0,0
567,3.0,31.5,2.8,1.09,1.51,1.0,4.0,-57.0,0,0,0,0,0,0,0,0,1
568,4.0,39.0,3.6,1.04,0.91,1.0,3.0,-62.0,0,0,0,0,0,0,0,1,0
569,4.0,38.0,2.5,-0.36,0.63,2.0,1.0,-54.0,0,0,0,0,0,0,0,1,0
570,1.0,25.5,3.3,-0.91,-1.01,1.0,3.0,-58.0,0,0,1,0,0,0,0,0,0
571,1.0,45.0,3.6,-0.4,-1.12,1.0,4.0,-60.0,1,0,0,0,0,0,0,1,0
572,2.0,32.0,3.3,-0.71,-0.64,1.0,2.0,-53.0,1,0,0,0,0,0,0,1,0
573,6.0,25.0,2.4,-0.42,-1.25,1.0,4.0,-60.0,0,0,0,0,0,0,1,0,0
574,5.0,42.0,2.4,1.55,0.06,1.0,3.0,-60.0,0,0,0,0,0,0,0,1,0
575,1.0,34.0,3.5,-0.05,-0.56,1.0,3.0,-60.0,0,0,0,0,0,0,0,1,0
576,2.0,32.0,3.0,0.93,1.83,1.0,1.0,-58.0,0,0,0,0,0,0,0,1,0
577,3.0,34.0,3.2,-0.76,-1.29,1.0,4.0,-65.0,0,0,0,0,0,0,0,1,0
578,4.0,37.0,2.7,-0.29,-0.62,2.0,2.0,-52.0,0,0,0,0,0,0,0,1,0
579,3.0,30.0,3.3,-1.81,-1.07,2.0,3.0,-65.0,0,0,0,0,0,0,1,0,0
580,1.0,33.0,3.6,0.24,0.11,1.0,4.0,-62.0,1,0,0,0,0,0,0,1,0
581,1.0,36.0,3.3,0.96,0.82,1.0,4.0,-61.0,1,0,0,0,0,0,0,1,0
582,4.0,48.0,3.6,0.29,0.13,1.0,5.0,-61.0,0,0,0,0,0,0,0,1,0
583,3.0,33.0,2.8,-0.89,-1.0,1.0,5.0,-58.0,1,0,1,0,0,0,0,0,0
584,3.0,26.0,3.6,-1.74,-1.8,1.0,1.0,-62.0,1,0,0,1,0,0,0,0,0
585,4.0,44.0,3.2,-1.69,-2.04,1.0,3.0,-57.0,0,0,0,0,0,0,0,1,0
586,3.0,18.0,3.5,-1.14,-0.5,2.0,1.0,-47.0,1,0,0,1,0,0,0,0,0
587,1.0,36.0,3.5,0.58,0.49,1.0,4.0,-62.0,0,0,0,0,0,0,0,1,0
588,3.0,30.0,2.1,-0.17,0.07,2.0,3.0,-52.0,1,0,0,1,0,0,0,0,0
589,3.0,39.0,3.0,-0.56,-1.53,1.0,3.0,-59.0,0,0,0,0,0,0,0,1,0
590,3.0,33.0,3.7,0.38,0.67,1.0,3.0,-61.0,1,0,0,0,0,0,0,1,0
591,1.0,33.0,3.1,1.08,0.29,2.0,4.0,-63.0,1,0,0,0,0,0,0,1,0
592,4.0,40.0,3.7,-0.84,-0.76,1.0,4.0,-60.0,1,0,0,0,0,0,0,1,0
593,3.0,28.0,3.3,-0.79,-1.02,1.0,2.0,-62.0,1,0,0,1,0,0,0,0,0
594,4.0,31.0,3.0,-1.05,-1.37,1.0,3.0,-50.0,1,0,0,1,0,0,0,0,0
595,4.0,37.5,3.2,-0.04,-0.75,2.0,4.0,-60.0,0,0,0,0,0,0,0,1,0
596,3.0,38.0,3.1,-0.1,0.26,1.0,1.0,-62.0,0,0,0,0,0,0,0,1,0
597,4.0,37.0,3.4,-0.26,0.04,1.0,2.0,-61.0,0,0,0,0,0,0,0,1,0
598,5.0,32.0,3.1,-0.85,-1.43,1.0,4.0,-60.0,1,0,0,0,0,0,1,0,0
599,3.0,35.0,3.0,-0.31,-0.67,1.0,3.0,-45.0,1,0,0,0,0,0,0,1,0
600,3.0,38.0,2.5,0.24,0.08,1.0,4.0,-58.0,0,0,0,0,0,0,0,1,0
601,6.0,25.0,2.0,0.28,-1.02,1.0,3.0,-57.0,0,0,0,0,1,0,0,0,0
602,3.0,29.5,3.3,-1.46,-1.93,1.0,3.0,-44.0,0,0,0,0,0,0,0,1,0
603,3.0,26.5,3.2,-0.62,-1.16,1.0,3.0,-55.0,0,0,0,0,0,0,0,1,0
604,3.0,42.0,3.2,0.99,1.12,1.0,3.0,-61.0,1,0,0,0,0,0,0,1,0
605,3.0,32.0,3.1,0.04,0.22,1.0,4.0,-62.0,1,0,0,0,0,0,0,1,0
606,3.0,37.0,3.2,-0.87,-1.02,1.0,4.0,-61.0,0,0,0,0,0,0,0,1,0
607,1.0,28.0,3.2,-0.67,-1.54,2.0,2.0,-56.0,1,0,0,0,0,0,1,0,0
608,1.0,37.0,3.6,0.61,0.93,1.0,3.0,-60.0,0,0,0,0,0,0,0,1,0
609,3.0,33.0,3.2,-0.07,0.05,1.0,4.0,-50.0,0,0,0,0,0,0,0,1,0
610,4.0,44.0,3.9,-0.61,-0.89,1.0,3.0,-62.0,1,0,0,0,0,0,0,1,0
611,5.0,45.0,3.4,1.37,1.71,1.0,4.0,-60.0,1,0,0,0,0,0,0,1,0
612,1.0,26.5,3.7,-0.26,-1.07,1.0,3.0,-61.0,1,0,0,0,0,0,0,1,0
613,3.0,38.0,3.2,-0.59,-0.14,1.0,3.0,-67.0,0,0,0,0,0,0,0,1,0
614,6.0,32.0,3.6,0.46,0.12,1.0,4.0,-61.0,1,0,0,0,0,0,0,1,0
615,3.0,38.0,3.4,-1.55,-2.02,1.0,3.0,-62.0,0,0,0,0,0,0,0,1,0
616,1.0,35.0,3.0,-1.18,-1.23,1.0,4.0,-56.0,0,0,0,0,0,0,0,1,0
617,2.0,33.0,2.5,-0.97,-1.15,1.0,3.0,-61.0,0,0,0,0,0,0,0,1,0
618,2.0,25.0,3.7,0.79,0.1,1.0,3.0,-61.0,1,0,0,0,0,0,0,1,0
619,2.0,37.0,2.6,0.15,0.0,1.0,4.0,-60.0,0,0,0,0,0,0,0,1,0
620,3.0,37.0,2.8,0.72,0.44,1.0,5.0,-60.0,1,0,0,0,0,0,0,1,0
621,4.0,37.0,2.9,-1.64,-2.09,1.0,3.0,-57.0,0,0,0,0,0,0,0,1,0
622,1.0,38.0,3.3,1.31,1.59,1.0,4.0,-63.0,1,0,0,0,0,0,0,1,0
623,3.0,38.0,3.2,-0.55,-0.68,1.0,4.0,-62.0,1,0,0,0,0,0,0,1,0
624,3.0,34.0,3.3,-0.79,-1.63,1.0,3.0,-58.0,1,0,0,0,0,0,1,0,0
625,2.0,19.0,2.2,-1.03,-1.32,1.0,3.0,-50.0,0,0,0,0,0,0,0,1,0
626,4.0,35.5,3.6,-0.75,-1.38,1.0,2.0,-46.0,0,0,0,1,0,0,0,0,0
627,3.0,39.0,3.9,1.54,1.61,1.0,4.0,-66.0,1,0,0,0,0,0,0,1,0
628,4.0,40.0,3.7,1.59,1.75,1.0,3.0,-62.0,0,0,1,0,0,0,0,0,0
629,1.0,28.0,3.3,0.85,0.48,1.0,4.0,-62.0,1,0,1,0,0,0,0,0,0
630,3.0,35.0,2.9,0.87,0.88,2.0,3.0,-55.0,1,0,0,0,0,0,0,1,0
631,1.0,38.0,3.2,-0.28,-0.61,1.0,4.0,-60.0,1,0,0,0,0,0,0,1,0
632,2.0,20.0,3.3,-0.71,-0.52,2.0,1.0,-61.0,1,0,0,0,0,0,0,0,1
633,4.0,32.0,3.0,0.85,0.15,1.0,5.0,-58.0,1,0,0,0,0,0,0,1,0
634,3.0,32.0,2.7,-1.34,-1.69,1.0,5.0,-62.0,0,0,0,0,0,0,0,1,0
635,3.0,33.0,2.7,-0.03,-0.3,1.0,4.0,-58.0,0,0,0,0,0,0,0,1,0
636,1.0,36.0,3.6,0.42,0.42,1.0,4.0,-60.0,1,0,0,0,0,0,0,1,0
637,4.0,36.0,3.7,-1.57,-0.94,2.0,2.0,-49.0,0,0,1,0,0,0,0,0,0
638,3.0,34.0,3.2,0.76,1.01,1.0,4.0,-61.0,1,0,0,0,0,0,0,1,0
639,3.0,29.5,3.6,0.47,0.36,1.0,4.0,-57.0,0,0,0,0,0,0,0,1,0
640,3.0,25.0,3.4,-1.77,-1.63,1.0,3.0,-62.0,0,1,0,0,0,0,0,0,0
641,2.0,31.0,3.3,-0.86,-0.61,1.0,4.0,-61.0,1,0,0,0,0,0,0,1,0
642,6.0,21.5,2.9,0.72,-0.43,1.0,3.0,-62.0,0,0,0,1,0,0,0,0,0
643,3.0,37.0,3.7,0.96,1.12,1.0,4.0,-60.0,1,0,0,0,0,0,0,1,0
644,1.0,35.0,3.2,-1.14,-0.91,1.0,4.0,-62.0,1,0,0,0,0,0,0,1,0
645,6.0,27.0,2.6,-0.46,-1.32,2.0,2.0,-57.0,1,1,0,0,0,0,0,0,0
646,2.0,32.0,3.5,1.06,1.05,1.0,3.0,-60.0,0,0,0,0,0,0,0,1,0
647,3.0,34.5,2.9,-0.5,-0.85,1.0,2.0,-46.0,1,0,0,0,0,0,0,1,0
648,1.0,27.0,3.1,0.16,-0.15,1.0,4.0,-61.0,1,0,0,0,0,0,1,0,0
649,1.0,46.0,3.0,1.42,1.58,1.0,2.0,-59.0,1,0,0,0,0,0,0,1,0
650,2.0,30.0,3.0,-0.51,-0.64,1.0,4.0,-61.0,1,0,1,0,0,0,0,0,0
651,4.0,42.0,3.5,0.25,0.4,1.0,4.0,-52.0,0,0,0,0,0,0,0,1,0
652,3.0,29.0,3.0,-1.38,-1.03,1.0,3.0,-53.0,1,0,0,0,0,0,0,1,0
653,3.0,38.5,3.3,1.35,1.64,1.0,4.0,-60.0,0,0,0,0,0,0,0,1,0
654,3.0,28.5,2.7,-0.14,0.57,2.0,5.0,-66.0,0,0,0,0,0,0,0,1,0
655,3.0,34.3,2.6,-0.58,-0.68,1.0,4.0,-60.0,0,0,0,0,0,0,0,1,0
656,2.0,33.5,3.8,0.28,-0.02,1.0,3.0,-62.0,1,0,0,0,0,0,0,1,0
657,4.0,34.0,3.4,-0.44,-0.91,1.0,4.0,-60.0,0,0,0,0,0,0,0,1,0
658,4.0,33.0,3.9,-0.48,-0.68,1.0,3.0,-53.0,0,0,0,0,0,0,0,1,0
659,3.0,24.0,3.1,-1.86,-1.84,1.0,3.0,-41.0,1,0,0,0,0,0,0,1,0
660,2.0,27.0,3.2,-1.33,-1.2,1.0,2.0,-57.0,1,0,0,0,0,0,1,0,0
661,6.0,26.0,3.6,0.03,0.34,1.0,3.0,-62.0,1,0,0,1,0,0,0,0,0
662,4.0,33.0,2.7,-1.52,-1.49,1.0,4.0,-61.0,1,0,0,0,1,0,0,0,0
663,3.0,46.0,3.4,0.79,1.33,1.0,4.0,-61.0,1,0,0,0,0,0,0,1,0
664,3.0,39.0,2.6,-1.02,-1.33,1.0,2.0,-57.0,1,0,0,0,0,0,1,0,0
665,3.0,31.0,2.8,-0.23,-2.15,1.0,3.0,-65.0,0,0,0,0,1,0,0,0,0
666,3.0,34.0,3.0,-0.85,0.73,1.0,3.0,-54.0,0,0,0,0,0,0,0,1,0
667,3.0,37.0,3.3,-0.47,-0.09,1.0,4.0,-62.0,1,0,0,0,0,0,0,1,0
668,3.0,36.0,3.1,-1.06,-0.2,1.0,2.0,-58.0,0,0,0,0,0,0,0,1,0
669,4.0,40.0,2.9,-1.44,-1.82,1.0,3.0,-62.0,0,0,0,1,0,0,0,0,0
670,1.0,27.5,3.0,-0.7,-1.09,1.0,3.0,-55.0,1,0,0,0,0,0,0,1,0
671,1.0,37.0,3.5,-1.35,-1.05,1.0,2.0,-61.0,1,0,0,0,0,0,0,0,1
672,4.0,23.0,3.2,-1.37,-2.05,1.0,2.0,-61.0,1,0,1,0,0,0,0,0,0
673,5.0,40.0,3.2,-0.34,-0.36,1.0,2.0,-52.0,0,0,0,0,0,1,0,0,0
674,3.0,43.0,2.2,-0.08,-0.56,2.0,4.0,-53.0,0,0,0,0,0,0,0,1,0
675,2.0,31.0,3.5,-0.53,-0.45,1.0,3.0,-62.0,0,0,0,0,0,0,0,1,0
676,3.0,40.0,2.8,-0.59,-0.27,1.0,3.0,-55.0,1,0,0,0,0,0,0,1,0
677,3.0,37.0,3.0,-1.21,-1.08,1.0,4.0,-62.0,0,0,0,0,0,0,0,1,0
678,3.0,32.0,2.7,0.16,-1.39,2.0,4.0,-61.0,0,0,0,0,0,0,0,1,0
679,5.0,29.5,3.3,-1.21,-1.76,1.0,3.0,-62.0,1,0,0,1,0,0,0,0,0
680,5.0,45.0,3.4,-0.5,-0.65,1.0,2.0,-58.0,1,0,0,0,0,0,0,1,0
681,2.0,33.0,2.6,0.01,-1.12,1.0,4.0,-60.0,0,0,0,0,0,0,0,1,0
682,4.0,32.0,3.4,-0.28,-0.24,1.0,4.0,-62.0,0,0,0,0,0,0,0,1,0
683,1.0,38.0,3.3,0.5,-0.12,1.0,3.0,-54.0,0,0,0,0,0,0,0,1,0
684,3.0,35.0,3.4,1.52,1.67,1.0,2.0,-59.0,1,0,0,0,0,0,0,1,0
685,1.0,37.0,3.3,1.1,1.0,1.0,4.0,-61.0,1,0,0,0,0,0,0,1,0
686,2.0,31.0,3.4,-0.21,-0.71,1.0,4.0,-67.0,1,0,0,0,0,0,0,1,0
687,3.0,33.0,3.8,-0.55,-0.11,1.0,4.0,-63.0,1,0,0,0,0,0,0,1,0
688,2.0,39.0,2.7,0.01,-0.5,1.0,2.0,-62.0,1,0,0,0,0,0,0,1,0
689,4.0,37.0,2.8,0.54,0.46,1.0,3.0,-61.0,1,0,0,0,0,0,0,1,0
690,2.0,33.0,3.2,1.2,1.09,1.0,4.0,-62.0,1,0,0,0,0,0,0,1,0
691,1.0,38.0,3.5,0.16,-0.47,1.0,4.0,-62.0,1,0,0,0,0,0,0,1,0
692,3.0,33.0,3.8,-1.54,-1.42,2.0,3.0,-66.0,1,0,0,0,0,0,0,1,0
693,2.0,33.0,3.0,-1.51,-0.84,1.0,4.0,-62.0,0,0,0,0,0,0,0,1,0
694,3.0,28.5,3.0,-1.35,-1.67,1.0,1.0,-60.0,0,0,0,1,0,0,0,0,0
695,3.0,32.0,3.6,0.41,0.14,1.0,4.0,-61.0,1,0,0,0,0,0,0,1,0
696,3.0,35.5,3.1,-1.87,-2.36,1.0,4.0,-61.0,0,0,0,0,0,0,0,1,0
697,4.0,42.0,3.5,-0.72,-1.4,1.0,4.0,-62.0,1,0,0,0,0,0,0,1,0
698,4.0,35.0,3.4,-0.32,-0.17,1.0,4.0,-61.0,1,0,0,0,0,0,0,1,0
699,1.0,40.0,3.3,0.69,1.31,1.0,3.0,-54.0,0,0,0,0,0,0,0,1,0
700,3.0,37.0,3.5,0.64,0.56,1.0,4.0,-61.0,0,0,0,0,0,0,0,1,0
701,1.0,42.0,3.7,-1.81,-1.34,1.0,5.0,-61.0,1,0,0,0,0,0,1,0,0
702,3.0,31.0,3.1,1.87,1.05,1.0,4.0,-59.0,1,0,0,0,0,0,0,1,0
703,3.0,41.0,3.0,0.16,0.49,2.0,3.0,-59.0,0,0,0,0,0,0,0,1,0
704,5.0,42.0,3.6,-0.45,-1.06,1.0,3.0,-63.0,0,0,0,0,0,0,0,1,0
705,3.0,31.0,3.0,-1.53,-1.17,1.0,2.0,-48.0,0,0,0,0,1,0,0,0,0
706,3.0,41.0,3.5,-0.02,-0.66,1.0,3.0,-64.0,0,0,0,0,0,0,0,1,0
707,1.0,28.0,2.4,-0.04,0.13,1.0,4.0,-61.0,1,0,0,1,0,0,0,0,0
708,5.0,39.0,3.5,1.5,1.08,1.0,2.0,-61.0,0,0,1,0,0,0,0,0,0
709,1.0,26.5,3.0,-1.54,-1.59,1.0,1.0,-62.0,1,0,0,0,1,0,0,0,0
710,2.0,28.5,2.9,-1.13,-0.87,1.0,3.0,-61.0,1,0,0,0,0,0,0,1,0
711,4.0,41.0,3.6,-1.13,-1.68,1.0,3.0,-66.0,1,0,0,0,0,0,0,1,0
712,3.0,35.0,3.4,0.39,0.13,1.0,4.0,-62.0,0,0,0,0,0,0,0,1,0
713,1.0,34.0,3.9,1.12,0.77,1.0,3.0,-65.0,0,0,0,0,0,0,0,1,0
714,3.0,31.0,3.6,-1.13,-1.61,1.0,4.0,-62.0,0,0,1,0,0,0,0,0,0
715,3.0,38.0,2.8,-1.39,-1.94,1.0,5.0,-67.0,0,0,0,0,0,0,0,1,0
716,6.0,38.0,3.8,1.56,1.84,1.0,3.0,-56.0,1,0,0,0,0,0,0,1,0
717,3.0,31.0,3.6,-0.03,-0.63,2.0,4.0,-61.0,0,0,0,0,0,0,0,1,0
718,1.0,39.0,3.2,-1.48,-1.54,1.0,5.0,-61.0,0,0,0,0,0,0,0,1,0
719,4.0,45.0,3.8,-1.31,-1.34,1.0,3.0,-58.0,0,0,0,0,0,0,0,1,0
720,6.0,29.5,2.3,-1.24,-0.97,1.0,4.0,-56.0,1,0,0,1,0,0,0,0,0
721,3.0,38.0,2.9,-1.78,-2.02,1.0,3.0,-62.0,0,0,0,0,0,0,0,1,0
722,1.0,39.0,3.0,-0.82,-0.95,1.0,4.0,-62.0,1,0,0,0,0,0,0,1,0
723,3.0,30.0,2.8,-0.55,-1.14,1.0,3.0,-62.0,1,0,0,1,0,0,0,0,0
724,5.0,44.0,3.9,0.38,0.85,1.0,4.0,-62.0,0,0,0,0,0,0,0,1,0
725,3.0,33.0,3.5,0.16,-0.09,1.0,4.0,-60.0,0,0,1,0,0,0,0,0,0
726,3.0,32.5,2.7,1.02,0.08,1.0,4.0,-60.0,0,0,0,0,0,0,0,1,0
727,4.0,32.0,3.1,-1.07,-0.61,2.0,3.0,-39.0,1,0,0,0,0,0,0,1,0
728,1.0,35.0,2.9,0.25,0.02,1.0,4.0,-51.0,0,0,0,0,0,0,0,1,0
729,1.0,37.0,3.1,0.57,-0.05,1.0,4.0,-61.0,1,0,0,0,0,0,0,1,0
730,3.0,34.5,2.9,0.52,0.55,1.0,4.0,-61.0,0,0,0,0,0,0,0,1,0
731,6.0,20.0,2.7,-0.93,-1.69,1.0,4.0,-67.0,1,0,0,1,0,0,0,0,0
732,4.0,42.0,3.7,0.04,0.1,1.0,3.0,-58.0,1,0,0,0,0,0,0,1,0
733,1.0,40.5,3.2,-0.79,-0.76,1.0,4.0,-60.0,1,0,0,0,0,0,0,1,0
734,3.0,34.0,4.0,1.01,1.23,1.0,4.0,-61.0,1,0,0,0,0,0,0,1,0
735,3.0,34.5,2.7,-1.27,-1.6,1.0,4.0,-61.0,0,0,1,0,0,0,0,0,0
736,3.0,29.3,3.0,-0.69,-0.8,1.0,4.0,-60.0,0,0,0,0,0,0,0,1,0
737,2.0,35.0,3.3,-0.65,-1.04,1.0,5.0,-62.0,0,0,1,0,0,0,0,0,0
738,1.0,40.0,3.7,0.85,0.64,1.0,3.0,-57.0,0,0,0,0,0,0,0,1,0
739,3.0,37.0,2.7,0.15,0.8,2.0,4.0,-60.0,0,0,0,0,0,0,0,1,0
740,3.0,31.5,3.0,0.35,-0.4,1.0,2.0,-62.0,0,0,0,0,0,0,0,1,0
741,4.0,45.0,3.1,-0.37,-0.48,1.0,3.0,-61.0,0,0,0,0,0,0,0,1,0
742,2.0,36.0,3.0,1.27,1.12,1.0,2.0,-45.0,0,0,0,0,0,0,0,1,0
743,1.0,25.0,2.1,-2.54,-2.96,1.0,2.0,-41.0,0,0,0,1,0,0,0,0,0
744,3.0,32.5,2.8,-0.28,0.32,1.0,3.0,-60.0,1,0,0,0,0,0,0,1,0
745,6.0,26.5,1.8,-0.58,-1.49,1.0,2.0,-62.0,0,0,0,1,0,0,0,0,0
746,4.0,34.0,2.8,-1.63,-1.45,1.0,3.0,-66.0,0,0,0,1,0,0,0,0,0
747,4.0,28.5,2.6,-0.64,-1.58,1.0,2.0,-60.0,0,0,0,0,1,0,0,0,0
748,1.0,38.0,2.9,-0.4,-0.02,1.0,3.0,-42.0,1,0,0,0,0,0,0,1,0
749,1.0,35.0,3.3,-0.94,-1.69,1.0,4.0,-61.0,0,0,0,0,0,0,0,1,0
750,3.0,26.0,3.2,-1.23,-1.68,1.0,3.0,-44.0,1,0,0,0,0,0,0,1,0
751,3.0,41.0,2.9,0.1,-0.12,1.0,3.0,-59.0,0,0,0,0,0,0,0,1,0
752,4.0,41.0,2.7,-1.92,-0.82,2.0,3.0,-54.0,0,0,0,0,0,0,0,1,0
753,3.0,38.0,3.1,1.29,1.33,1.0,4.0,-59.0,0,0,0,0,0,0,0,1,0
754,1.0,36.0,3.9,1.71,1.37,1.0,3.0,-60.0,0,0,0,0,0,0,0,1,0
755,4.0,45.0,2.7,-1.14,-1.35,2.0,3.0,-51.0,0,0,0,0,0,0,0,1,0
756,2.0,27.5,3.7,-0.92,-0.52,1.0,4.0,-38.0,1,0,0,0,0,0,0,1,0
757,1.0,30.0,3.8,-0.96,-1.52,1.0,3.0,-62.0,1,0,0,1,0,0,0,0,0
758,2.0,28.0,3.6,1.07,1.17,1.0,4.0,-62.0,1,0,0,0,0,0,0,1,0
759,3.0,31.0,3.6,-0.94,-1.1,1.0,4.0,-61.0,0,0,0,0,0,0,1,0,0
760,3.0,37.0,3.6,1.54,1.2,1.0,3.0,-67.0,0,0,0,0,0,0,0,1,0
761,3.0,43.0,2.3,-1.33,-1.7,1.0,3.0,-62.0,1,0,0,0,0,0,0,1,0
762,1.0,27.0,2.5,-2.06,-1.82,1.0,3.0,-62.0,1,0,0,1,0,0,0,0,0
763,3.0,25.0,3.1,-0.66,-0.86,1.0,3.0,-61.0,1,0,0,0,0,0,1,0,0
764,1.0,40.0,3.9,0.91,0.81,1.0,3.0,-63.0,0,0,0,0,0,0,0,1,0
765,3.0,33.0,3.9,0.65,0.88,1.0,4.0,-61.0,1,0,0,0,0,0,0,1,0
766,1.0,36.0,3.5,0.86,0.75,1.0,4.0,-61.0,1,0,0,0,0,0,0,1,0
