,Unnamed: 0,sex,age,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,two_year_recid,c_charge_degree_F,c_charge_degree_M,risk_recid,prediction
3054,3585,1,23,0,0,0,0,0,1,0,1,0,0
3055,3586,1,34,0,0,0,0,0,0,1,0,0,0
3056,3587,1,22,1,0,0,0,3,0,1,0,1,1
3057,3588,1,30,0,0,0,0,5,1,1,0,1,1
3058,3589,1,44,0,0,0,0,5,0,1,0,0,0
3059,3590,1,57,0,0,0,0,1,0,1,0,0,0
3060,3591,1,22,1,0,0,1,0,1,1,0,1,1
3061,3593,1,24,1,0,0,0,7,1,1,0,1,1
3062,3594,1,20,0,0,0,0,0,0,1,0,0,0
3063,3596,1,53,0,0,0,0,1,1,0,1,0,0
3064,3597,1,60,1,0,0,0,13,0,1,0,0,1
3065,3598,0,22,1,0,0,0,2,0,1,0,1,1
3066,3599,1,43,0,0,0,0,0,0,0,1,0,0
3067,3600,1,72,0,0,0,0,7,0,1,0,0,0
3068,3601,1,33,1,0,0,0,3,1,1,0,1,0
3069,3602,1,24,1,0,0,0,1,1,1,0,0,1
3070,3603,1,60,1,0,0,0,0,0,1,0,0,0
3071,3604,1,24,0,0,0,0,3,1,1,0,1,1
3072,3606,1,30,1,0,0,0,1,0,0,1,0,0
3073,3607,0,43,0,0,0,0,0,0,0,1,1,0
3074,3608,1,48,0,0,0,0,1,0,0,1,0,0
3075,3609,1,54,0,0,0,0,0,0,0,1,0,0
3076,3610,1,45,1,0,0,0,1,0,0,1,0,0
3077,3611,1,36,0,0,0,0,0,0,1,0,0,0
3078,3612,1,31,0,0,0,0,1,0,0,1,0,0
3079,3613,1,40,1,0,0,0,0,0,0,1,0,0
3080,3614,1,50,0,0,0,0,1,0,1,0,0,0
3081,3615,0,26,0,0,0,0,1,0,0,1,1,0
3082,3616,1,41,1,0,0,0,7,0,1,0,0,0
3083,3617,1,34,0,0,0,1,5,1,1,0,1,1
3084,3618,0,28,0,0,0,0,0,0,1,0,1,0
3085,3620,1,23,0,0,0,2,2,1,1,0,1,1
3086,3621,0,37,0,0,0,0,0,1,0,1,0,0
3087,3622,1,35,0,0,0,0,5,0,0,1,0,0
3088,3623,1,21,0,0,0,1,1,1,1,0,1,1
3089,3625,0,22,1,0,1,0,2,1,0,1,1,1
3090,3626,1,29,1,0,0,0,6,1,1,0,1,1
3091,3627,0,30,1,0,0,0,0,0,0,1,0,0
3092,3628,1,45,0,0,0,0,3,1,0,1,0,0
3093,3629,0,24,1,0,0,0,2,0,1,0,0,1
3094,3630,1,31,0,0,0,0,4,1,1,0,1,1
3095,3631,1,56,0,0,0,0,0,0,0,1,0,0
3096,3633,1,24,1,0,4,0,14,1,1,0,1,1
3097,3634,1,38,1,0,0,0,11,0,1,0,1,1
3098,3635,1,51,1,0,0,0,22,1,1,0,1,1
3099,3636,1,22,0,0,0,0,0,0,1,0,0,0
3100,3637,1,28,1,0,0,0,5,0,0,1,1,1
3101,3638,1,47,1,0,0,1,19,1,1,0,1,1
3102,3639,1,51,1,0,0,0,0,1,0,1,0,0
3103,3640,1,25,0,0,0,0,1,0,0,1,0,0
3104,3641,1,53,0,0,0,0,1,0,1,0,0,0
3105,3642,1,30,1,0,0,0,0,0,1,0,0,0
3106,3643,1,33,0,0,0,0,0,1,1,0,1,0
3107,3644,1,35,1,0,0,0,5,1,1,0,0,1
3108,3645,0,33,1,0,0,0,0,0,1,0,0,0
3109,3647,1,59,0,0,0,0,1,0,0,1,0,0
3110,3649,0,33,0,0,0,0,1,0,1,0,1,0
3111,3650,1,27,1,0,0,0,2,1,1,0,1,1
3112,3651,0,29,1,0,0,0,9,1,1,0,1,1
3113,3653,1,24,1,0,0,3,3,1,1,0,1,1
3114,3654,1,43,1,0,0,0,5,0,1,0,1,0
3115,3655,1,37,1,0,0,0,11,1,0,1,1,1
3116,3656,1,53,1,0,0,0,13,0,1,0,1,1
3117,3658,1,26,1,0,0,0,4,1,1,0,1,1
3118,3659,0,30,0,0,0,0,1,0,0,1,0,0
3119,3660,1,27,1,0,0,0,6,1,1,0,1,1
3120,3661,1,39,0,0,0,0,9,1,1,0,1,1
3121,3662,1,37,0,0,0,0,4,1,0,1,0,0
3122,3663,1,22,0,0,0,0,3,1,0,1,1,1
3123,3664,1,25,0,0,0,0,0,0,1,0,1,0
3124,3665,1,26,0,0,0,0,1,0,1,0,1,0
3125,3666,0,28,0,0,0,0,0,0,0,1,1,0
3126,3667,1,25,1,0,0,0,0,1,0,1,1,0
3127,3668,1,58,0,0,0,0,1,0,1,0,0,0
3128,3669,0,29,0,0,0,0,1,1,0,1,1,0
3129,3670,1,33,1,0,0,0,8,0,1,0,1,1
3130,3671,1,38,1,0,0,0,0,0,1,0,0,0
3131,3672,1,38,0,0,0,0,2,0,1,0,0,0
3132,3673,1,59,1,0,0,0,22,1,1,0,1,1
3133,3674,1,29,0,0,0,0,4,1,0,1,1,1
3134,3676,1,53,0,0,0,0,0,1,0,1,0,0
3135,3677,1,33,1,0,0,0,2,1,1,0,1,0
3136,3678,1,58,0,0,0,0,1,0,0,1,0,0
3137,3681,1,53,0,0,0,0,2,0,1,0,0,0
3138,3682,1,32,0,0,0,0,0,1,0,1,1,0
3139,3683,1,35,1,0,0,0,6,1,1,0,1,1
3140,3684,1,39,0,0,0,0,1,0,1,0,0,0
3141,3685,1,36,0,0,0,0,1,0,0,1,1,0
3142,3686,0,42,0,0,0,0,5,1,0,1,0,0
3143,3687,1,37,1,0,0,0,0,0,0,1,0,0
3144,3688,1,39,0,0,0,0,0,0,1,0,0,0
3145,3689,0,52,0,0,0,0,3,0,0,1,0,0
3146,3690,1,60,0,0,0,0,1,0,0,1,0,0
3147,3691,1,37,0,0,0,0,2,0,0,1,0,0
3148,3692,1,42,0,0,0,0,4,1,1,0,0,0
3149,3694,1,23,1,0,0,0,6,1,1,0,1,1
3150,3695,0,42,1,0,0,0,0,1,0,1,0,0
3151,3697,1,28,1,0,0,0,5,0,1,0,0,1
3152,3698,1,38,0,0,0,0,12,0,1,0,1,1
3153,3699,0,43,1,0,0,0,2,1,1,0,0,0
3154,3700,1,42,1,0,0,0,0,0,1,0,1,0
3155,3701,0,25,0,0,0,0,0,0,0,1,0,0
3156,3702,1,32,1,0,0,0,7,1,1,0,1,1
3157,3703,1,21,1,0,0,0,0,1,1,0,1,1
3158,3705,1,37,0,0,0,0,0,0,1,0,1,0
3159,3706,0,33,1,0,0,0,2,0,1,0,0,0
3160,3707,0,51,0,0,0,0,4,0,1,0,0,0
3161,3708,1,39,0,0,0,0,3,0,1,0,0,0
3162,3709,1,35,0,0,0,0,5,1,0,1,1,0
3163,3710,1,40,1,0,0,0,3,0,1,0,1,0
3164,3711,1,32,1,0,0,0,17,1,1,0,1,1
3165,3713,1,32,0,0,0,0,3,1,1,0,1,0
3166,3714,1,37,0,0,0,0,0,0,0,1,0,0
3167,3715,1,32,1,0,0,0,10,1,1,0,1,1
3168,3716,1,47,0,0,0,0,5,1,0,1,0,0
3169,3717,0,23,0,0,0,0,0,0,0,1,1,0
3170,3718,1,63,0,0,0,0,10,1,1,0,0,0
3171,3719,1,38,1,0,1,0,16,1,1,0,1,1
3172,3720,1,32,1,0,0,0,6,1,0,1,1,1
3173,3721,1,31,1,0,0,0,4,1,1,0,1,1
3174,3722,1,23,1,0,0,0,0,0,1,0,0,0
3175,3723,1,38,0,0,0,0,1,0,0,1,1,0
3176,3724,0,47,0,0,0,0,0,0,0,1,0,0
3177,3725,1,33,0,0,0,0,1,1,1,0,1,0
3178,3726,1,22,0,0,0,0,1,0,1,0,0,1
3179,3728,1,40,0,0,0,0,0,1,0,1,0,0
3180,3729,1,36,1,10,0,0,14,1,1,0,1,1
3181,3730,0,65,0,0,0,0,0,0,0,1,0,0
3182,3732,0,22,1,0,0,0,0,0,0,1,0,0
3183,3733,1,34,0,0,0,0,0,0,0,1,0,0
3184,3734,0,38,0,0,0,0,0,0,1,0,0,0
3185,3735,0,26,0,0,0,0,4,1,1,0,0,1
3186,3736,1,20,0,0,0,0,0,1,0,1,0,1
3187,3737,1,49,0,0,0,0,0,0,1,0,0,0
3188,3739,1,52,0,0,0,0,2,1,1,0,1,0
3189,3740,1,25,0,0,0,0,2,1,0,1,0,0
3190,3741,1,34,1,0,0,0,5,0,1,0,0,0
3191,3742,1,33,1,0,0,0,1,1,0,1,0,0
3192,3743,1,21,1,0,1,2,1,0,1,0,1,1
3193,3744,1,46,1,0,0,0,9,0,1,0,0,0
3194,3746,1,57,0,0,0,0,1,0,0,1,0,0
3195,3747,1,22,1,0,0,1,2,1,1,0,0,1
3196,3748,0,48,0,0,0,0,1,1,0,1,0,0
3197,3749,1,40,1,0,0,0,21,0,1,0,1,1
3198,3750,0,30,1,0,0,0,1,0,1,0,0,0
3199,3751,1,21,0,0,1,0,4,1,0,1,1,1
3200,3752,0,39,1,0,2,0,22,1,1,0,1,1
3201,3754,0,33,0,0,0,0,0,1,0,1,1,0
3202,3755,1,24,1,0,0,0,0,0,1,0,0,0
3203,3756,1,43,1,0,0,0,0,1,1,0,0,0
3204,3757,0,45,0,0,0,0,0,0,0,1,0,0
3205,3758,1,51,1,0,0,0,3,0,1,0,0,0
3206,3760,1,31,1,0,0,0,9,1,0,1,1,1
3207,3761,1,27,0,0,0,0,0,0,0,1,0,0
3208,3762,1,32,1,0,0,0,1,0,1,0,0,0
3209,3763,1,49,0,0,0,0,0,0,0,1,0,0
3210,3764,1,29,1,0,0,0,2,0,1,0,0,0
3211,3765,1,23,1,0,1,0,2,1,1,0,1,1
3212,3766,1,30,0,0,0,0,6,0,0,1,0,0
3213,3768,1,30,0,0,0,0,0,0,0,1,0,0
3214,3769,1,34,1,0,0,0,13,1,1,0,0,1
3215,3771,1,33,1,0,0,0,4,0,1,0,1,0
3216,3772,1,28,1,0,0,0,1,0,0,1,0,0
3217,3773,1,29,1,0,0,0,1,0,1,0,1,0
3218,3774,1,38,0,0,0,0,0,0,0,1,0,0
3219,3775,1,37,0,0,0,0,0,0,1,0,0,0
3220,3776,0,33,0,0,0,0,0,1,0,1,0,0
3221,3777,1,30,0,0,0,0,0,0,1,0,0,0
3222,3778,1,51,1,1,0,1,19,0,1,0,1,1
3223,3779,1,65,1,0,0,0,7,0,0,1,1,0
3224,3780,0,32,1,0,0,0,1,0,0,1,0,0
3225,3781,1,38,0,0,0,0,5,1,1,0,1,1
3226,3782,1,35,1,0,0,0,1,0,1,0,0,0
3227,3783,1,57,0,0,0,0,1,0,1,0,0,0
3228,3784,1,26,0,0,0,0,1,0,1,0,0,0
3229,3786,0,36,1,2,0,0,4,1,0,1,1,1
3230,3787,0,33,0,0,0,0,2,1,1,0,0,0
3231,3788,1,35,0,0,0,0,3,1,1,0,1,0
3232,3789,1,33,1,0,0,0,0,0,1,0,0,0
3233,3790,1,47,0,0,0,0,0,0,0,1,0,0
3234,3791,0,53,0,0,0,0,0,0,0,1,0,0
3235,3793,1,35,0,0,0,0,1,1,0,1,0,0
3236,3794,0,36,1,0,0,0,1,1,1,0,0,0
3237,3795,0,25,0,0,0,0,0,0,0,1,0,0
3238,3796,1,52,0,0,0,0,10,0,1,0,1,0
3239,3799,1,51,0,0,0,0,6,1,1,0,0,0
3240,3800,1,24,1,0,0,4,8,1,1,0,1,1
3241,3801,1,32,0,0,0,0,0,1,1,0,0,0
3242,3802,1,43,1,0,0,0,8,1,1,0,1,1
3243,3803,1,45,1,1,0,1,20,0,0,1,1,1
3244,3804,1,42,1,0,0,0,10,1,0,1,1,1
3245,3805,1,22,1,0,0,0,1,1,1,0,1,1
3246,3806,1,49,1,0,0,0,4,0,1,0,0,0
3247,3807,1,42,1,0,0,0,0,1,1,0,0,0
3248,3808,1,40,0,0,0,0,0,1,0,1,1,0
3249,3809,1,25,1,0,1,0,2,1,1,0,1,1
3250,3810,1,25,0,0,0,0,0,1,0,1,1,0
3251,3811,1,23,1,0,0,0,0,0,1,0,1,0
3252,3812,1,21,0,0,0,0,2,1,1,0,1,1
3253,3813,1,31,0,0,0,0,3,0,0,1,1,0
3254,3814,0,28,1,0,0,0,0,0,0,1,0,0
3255,3815,1,24,1,0,0,0,11,1,1,0,1,1
3256,3816,1,45,0,0,0,0,0,0,1,0,0,0
3257,3817,1,23,1,0,0,0,2,1,0,1,0,1
3258,3818,1,39,1,0,0,0,7,1,1,0,1,1
3259,3820,1,24,1,0,1,0,1,0,1,0,0,1
3260,3821,1,46,0,0,0,0,1,0,1,0,0,0
3261,3822,1,47,0,0,0,0,3,0,1,0,0,0
3262,3824,1,22,1,0,0,1,1,1,0,1,0,1
3263,3825,0,34,0,0,0,0,0,0,0,1,0,0
3264,3826,1,33,0,0,0,0,0,1,0,1,0,0
3265,3828,1,29,1,0,0,1,16,1,1,0,1,1
3266,3829,1,34,0,0,0,0,3,0,0,1,0,0
3267,3831,1,29,1,0,0,0,0,0,0,1,1,0
3268,3832,0,25,0,0,0,0,2,1,0,1,0,1
3269,3833,1,34,0,0,0,0,16,1,1,0,1,1
3270,3834,0,55,1,0,0,0,1,0,1,0,0,0
3271,3835,1,27,1,0,0,0,0,1,1,0,0,0
3272,3836,1,26,1,0,0,0,0,0,0,1,0,0
3273,3837,1,39,1,2,2,1,19,1,1,0,1,1
3274,3838,1,24,1,0,0,0,1,0,1,0,1,1
3275,3839,1,29,0,0,0,0,0,0,0,1,0,0
3276,3841,1,50,1,0,0,0,13,1,1,0,0,1
3277,3842,1,25,0,0,0,0,2,1,1,0,1,1
3278,3843,1,31,1,0,0,0,4,1,1,0,1,1
3279,3844,1,31,0,0,0,0,0,0,0,1,0,0
3280,3845,1,26,0,1,0,0,2,0,1,0,1,1
3281,3846,1,54,0,0,0,0,2,0,1,0,0,0
3282,3847,1,33,1,0,0,0,14,1,1,0,1,1
3283,3848,1,22,1,0,0,0,0,1,0,1,0,0
3284,3849,1,35,1,0,1,0,8,0,1,0,1,1
3285,3850,0,30,0,0,0,0,4,1,1,0,1,1
3286,3851,1,25,1,0,0,0,0,0,1,0,0,0
3287,3852,1,25,1,0,0,0,0,0,1,0,1,0
3288,3853,1,44,1,0,0,0,0,1,1,0,0,0
3289,3854,0,29,0,0,0,0,2,1,1,0,1,1
3290,3855,1,46,0,0,0,0,2,1,1,0,0,0
3291,3856,1,53,0,0,0,0,0,0,0,1,0,0
3292,3857,1,24,1,0,0,0,2,1,1,0,1,1
3293,3858,0,52,1,0,0,0,2,1,1,0,0,0
3294,3859,1,27,1,0,0,0,0,1,0,1,0,0
3295,3860,1,41,0,0,0,0,0,0,1,0,0,0
3296,3861,0,21,1,0,0,0,0,1,1,0,1,1
3297,3862,1,24,0,0,0,0,1,0,1,0,0,0
3298,3864,1,23,0,0,0,0,0,0,0,1,0,0
3299,3865,1,42,1,0,0,0,0,0,1,0,0,0
3300,3868,1,24,1,5,0,0,5,1,1,0,1,1
3301,3869,1,26,1,0,0,0,4,1,1,0,1,1
3302,3870,1,50,0,0,0,0,9,1,1,0,0,0
3303,3871,0,32,1,0,0,0,3,0,0,1,1,0
3304,3872,1,40,1,0,0,0,13,0,1,0,1,1
3305,3875,1,27,1,0,0,0,2,0,1,0,0,0
3306,3876,1,23,0,0,0,0,0,1,1,0,1,0
3307,3877,1,37,1,0,0,0,22,1,0,1,1,1
3308,3878,1,32,1,0,0,0,1,1,0,1,0,0
3309,3880,1,52,0,0,0,0,4,1,0,1,0,0
3310,3881,1,29,0,0,0,0,2,0,1,0,0,0
3311,3883,1,49,1,0,0,0,0,0,0,1,0,0
3312,3884,1,50,0,0,0,0,0,0,1,0,0,0
3313,3885,1,26,0,0,0,0,2,1,1,0,0,1
3314,3886,0,34,0,0,0,0,0,1,1,0,1,0
3315,3887,0,28,0,0,0,0,1,0,1,0,1,0
3316,3890,1,30,1,0,0,0,0,1,1,0,0,0
3317,3891,1,24,1,0,0,0,3,1,1,0,0,1
3318,3892,1,25,1,0,0,0,0,1,0,1,0,0
3319,3893,1,25,1,0,0,0,4,1,0,1,0,1
3320,3894,1,45,0,0,0,0,2,0,1,0,0,0
3321,3895,1,26,0,0,0,0,1,1,1,0,1,0
3322,3896,1,37,0,0,0,0,2,0,1,0,0,0
3323,3897,1,24,0,0,0,0,0,0,0,1,0,0
3324,3898,1,40,0,0,0,0,2,0,0,1,0,0
3325,3900,0,33,0,0,0,0,0,0,1,0,0,0
3326,3902,1,53,0,0,0,0,18,0,1,0,0,1
3327,3903,1,55,0,0,0,0,0,0,0,1,0,0
3328,3905,1,30,0,0,0,0,6,1,1,0,1,1
3329,3906,1,21,1,0,0,0,1,1,1,0,1,1
3330,3907,1,55,0,0,0,0,0,0,0,1,0,0
3331,3908,1,22,0,0,0,0,1,1,1,0,0,1
3332,3909,0,23,1,0,0,0,1,0,1,0,0,1
3333,3912,1,57,0,0,0,0,9,1,1,0,0,0
3334,3913,1,33,0,0,0,0,0,1,0,1,0,0
3335,3914,1,32,0,0,0,0,2,0,1,0,0,0
3336,3915,1,47,0,0,0,0,3,0,1,0,0,0
3337,3916,1,51,0,0,0,0,6,1,0,1,0,0
3338,3917,1,22,1,0,1,0,1,0,1,0,1,1
3339,3918,1,47,0,0,0,0,2,0,1,0,0,0
3340,3919,1,28,0,0,0,0,1,1,1,0,0,0
3341,3921,1,28,1,0,0,0,5,0,1,0,1,1
3342,3922,0,44,0,0,0,0,1,1,0,1,0,0
3343,3923,1,25,1,0,0,0,0,1,1,0,0,0
3344,3924,1,34,1,0,0,0,4,0,0,1,0,0
3345,3925,1,65,0,0,0,0,0,0,0,1,0,0
3346,3926,1,33,0,0,0,0,5,1,1,0,1,1
3347,3927,0,23,0,0,0,0,0,0,0,1,0,0
3348,3928,0,44,0,0,0,0,0,0,0,1,0,0
3349,3930,1,24,1,0,0,0,1,0,0,1,0,0
3350,3931,1,51,0,0,0,0,1,0,0,1,0,0
3351,3932,0,21,1,0,0,0,0,1,1,0,1,1
3352,3933,1,39,0,0,0,0,6,0,1,0,1,0
3353,3934,1,29,1,0,0,0,29,1,1,0,1,1
3354,3935,1,24,0,0,0,0,1,0,1,0,1,0
3355,3936,0,23,1,0,0,0,0,1,1,0,1,1
3356,3937,1,31,1,0,0,2,11,1,1,0,1,1
3357,3938,0,35,1,0,0,0,0,0,0,1,0,0
3358,3939,1,30,0,0,0,0,0,0,1,0,0,0
3359,3941,0,39,1,0,0,0,4,0,1,0,1,0
3360,3943,1,51,0,0,0,0,0,0,0,1,0,0
3361,3944,1,22,0,0,0,1,1,0,1,0,1,1
3362,3945,1,29,0,0,0,0,2,0,1,0,0,0
3363,3947,1,32,0,0,0,0,6,1,1,0,0,1
3364,3948,1,33,0,0,0,0,3,1,0,1,0,0
3365,3949,1,58,0,0,0,0,5,1,1,0,0,0
3366,3950,1,54,0,0,0,0,0,0,1,0,0,0
3367,3952,1,33,1,0,0,0,2,1,1,0,1,0
3368,3954,1,48,1,0,0,0,10,0,1,0,0,0
3369,3955,1,23,1,0,0,0,0,0,0,1,1,0
3370,3956,1,23,0,0,0,0,2,1,1,0,1,1
3371,3957,1,47,0,0,0,0,1,0,0,1,0,0
3372,3958,1,21,0,0,0,0,0,0,1,0,0,0
3373,3959,1,29,1,0,0,0,0,1,0,1,1,0
3374,3960,1,48,0,0,0,0,2,0,1,0,0,0
3375,3961,1,37,0,0,0,0,4,1,0,1,0,0
3376,3962,1,50,0,0,0,0,3,0,1,0,0,0
3377,3963,1,19,1,0,0,0,3,1,1,0,1,1
3378,3965,1,49,1,2,0,0,13,0,1,0,0,1
3379,3966,1,58,0,0,0,0,2,0,1,0,1,0
3380,3967,1,31,1,0,0,0,6,0,1,0,1,1
3381,3968,1,23,1,0,0,2,1,0,0,1,1,1
3382,3969,0,23,1,0,0,0,0,1,1,0,0,1
3383,3970,1,31,0,0,0,0,17,1,1,0,1,1
3384,3971,1,33,0,0,0,0,0,1,1,0,0,0
3385,3972,1,57,0,0,0,0,6,0,1,0,0,0
3386,3973,0,31,0,0,0,0,0,0,0,1,0,0
3387,3974,1,57,1,0,0,0,19,0,1,0,1,1
3388,3975,1,57,0,0,0,0,12,0,0,1,1,0
3389,3976,1,29,1,0,0,0,6,1,0,1,1,1
3390,3977,1,30,1,0,0,0,0,1,0,1,0,0
3391,3978,1,45,1,0,0,0,11,0,1,0,0,1
3392,3979,1,42,0,0,0,0,0,0,1,0,1,0
3393,3980,1,48,0,0,0,0,7,0,1,0,0,0
3394,3981,1,29,1,0,2,0,12,1,1,0,1,1
3395,3983,0,28,0,0,0,0,0,0,1,0,0,0
3396,3985,1,25,1,0,0,0,1,1,0,1,0,0
3397,3986,0,34,0,0,0,0,3,0,0,1,1,0
3398,3989,1,27,1,0,0,0,0,0,1,0,0,0
3399,3990,1,39,1,0,0,0,4,0,1,0,0,0
3400,3992,1,27,1,0,0,0,4,1,1,0,1,1
3401,3993,1,30,0,0,0,1,7,1,1,0,1,1
3402,3994,1,31,1,3,0,1,15,1,0,1,1,1
3403,3995,1,20,1,0,0,1,1,1,0,1,1,1
3404,3996,1,26,0,0,0,0,2,1,1,0,1,1
3405,3999,1,34,0,0,0,0,0,1,1,0,0,0
3406,4000,1,27,0,0,0,0,0,0,0,1,0,0
3407,4002,1,29,1,0,0,0,4,0,1,0,0,1
3408,4003,1,27,1,0,0,0,7,0,1,0,1,1
3409,4004,0,24,0,0,0,0,0,0,1,0,1,0
3410,4005,1,29,1,0,0,0,0,1,1,0,1,0
3411,4006,1,20,0,0,0,0,0,0,1,0,0,0
3412,4007,0,23,0,0,0,0,0,0,1,0,0,1
3413,4008,0,48,1,0,0,0,0,0,0,1,0,0
3414,4009,1,34,1,0,0,0,0,1,0,1,0,0
3415,4010,1,46,1,0,0,0,1,1,0,1,1,0
3416,4011,0,41,0,0,0,0,3,0,1,0,1,0
3417,4012,1,26,1,0,0,0,3,1,1,0,1,1
3418,4013,1,37,1,0,0,0,11,1,1,0,1,1
3419,4016,0,22,0,0,0,0,2,0,1,0,0,1
3420,4017,1,32,1,0,0,0,7,0,1,0,0,1
3421,4018,1,44,1,0,0,0,0,0,0,1,0,0
3422,4020,1,60,1,0,0,0,3,0,0,1,0,0
3423,4021,1,49,0,0,0,0,0,0,1,0,0,0
3424,4023,1,30,1,0,0,0,10,1,0,1,0,1
3425,4024,1,52,0,0,0,0,0,0,1,0,0,0
3426,4026,1,34,1,0,0,0,0,0,1,0,1,0
3427,4027,1,55,1,0,0,0,5,1,1,0,0,0
3428,4029,1,33,1,0,0,0,0,0,0,1,1,0
3429,4030,1,22,1,0,0,0,0,1,1,0,1,1
3430,4031,0,27,1,0,0,0,0,0,0,1,0,0
3431,4032,1,20,1,0,0,2,0,1,1,0,1,1
3432,4033,1,33,0,0,0,0,0,0,1,0,0,0
3433,4034,1,26,1,0,0,0,0,0,0,1,0,0
3434,4035,1,29,1,0,0,0,0,0,0,1,1,0
3435,4036,1,32,1,0,0,0,1,0,0,1,0,0
3436,4037,1,37,0,0,0,0,4,0,0,1,0,0
3437,4038,1,31,1,0,0,0,15,0,1,0,1,1
3438,4039,1,29,1,0,0,0,6,1,1,0,1,1
3439,4040,1,31,1,0,0,0,6,0,1,0,0,1
3440,4041,0,36,0,0,0,0,2,0,1,0,0,0
3441,4043,0,37,1,0,0,0,1,0,1,0,0,0
3442,4044,1,34,0,0,0,0,5,1,0,1,0,0
3443,4045,1,20,0,0,0,0,1,1,0,1,1,1
3444,4047,1,24,0,0,0,2,8,1,1,0,1,1
3445,4048,1,29,1,0,1,0,8,1,0,1,1,1
3446,4049,0,45,1,0,0,0,1,0,1,0,0,0
3447,4050,1,34,0,0,0,0,2,1,1,0,1,0
3448,4051,1,70,1,0,0,0,0,0,0,1,0,0
3449,4053,1,23,1,1,0,0,4,0,1,0,1,1
3450,4054,1,27,0,0,0,0,5,0,0,1,0,1
3451,4055,1,44,0,0,0,0,6,1,1,0,1,0
3452,4057,1,26,1,0,0,0,0,0,0,1,1,0
3453,4058,0,23,0,0,0,0,2,0,0,1,1,0
3454,4059,1,27,1,0,0,0,3,1,1,0,1,1
3455,4060,0,46,0,0,0,0,1,0,1,0,0,0
3456,4061,0,27,1,1,0,0,1,0,1,0,1,1
3457,4062,1,45,0,0,0,0,7,0,1,0,0,0
3458,4063,1,42,1,0,0,0,1,0,0,1,1,0
3459,4064,0,24,0,0,1,0,3,1,0,1,1,1
3460,4065,1,20,1,1,1,1,2,1,1,0,1,1
3461,4066,1,49,0,0,0,0,3,0,1,0,0,0
3462,4068,1,29,0,0,0,0,0,0,1,0,0,0
3463,4069,0,52,0,0,0,0,1,0,1,0,0,0
3464,4070,1,37,0,0,0,0,4,1,0,1,0,0
3465,4071,1,26,1,0,0,0,1,0,0,1,0,0
3466,4072,1,53,1,0,0,0,15,1,1,0,0,1
3467,4073,1,47,0,0,0,0,1,0,1,0,0,0
3468,4074,1,38,1,0,0,0,0,1,0,1,1,0
3469,4075,1,25,1,0,0,0,1,0,1,0,1,0
3470,4076,1,21,1,1,0,0,1,1,1,0,1,1
3471,4077,1,48,1,0,0,0,0,0,0,1,0,0
3472,4079,0,24,0,0,0,0,0,0,1,0,0,0
3473,4080,1,22,1,0,0,0,0,1,1,0,0,1
3474,4082,1,38,0,0,0,0,2,0,0,1,0,0
3475,4083,1,23,0,0,0,0,0,1,1,0,0,0
3476,4084,1,54,0,0,0,0,2,0,0,1,0,0
3477,4085,1,24,0,0,0,0,1,0,1,0,0,0
3478,4086,0,44,0,0,0,0,0,1,0,1,0,0
3479,4088,1,64,0,0,0,0,0,0,0,1,0,0
3480,4089,1,38,0,0,0,0,5,1,0,1,1,0
3481,4090,0,45,0,0,0,0,0,0,0,1,0,0
3482,4091,1,49,1,0,0,0,1,0,1,0,1,0
3483,4093,1,33,0,0,0,0,0,0,0,1,0,0
3484,4094,1,44,0,0,0,0,2,0,1,0,0,0
3485,4095,1,51,1,0,0,0,3,0,1,0,0,0
3486,4096,1,50,1,0,0,0,0,0,1,0,0,0
3487,4097,1,33,0,0,2,0,2,0,0,1,0,0
3488,4098,0,54,0,0,0,0,0,0,0,1,0,0
3489,4099,1,28,0,0,0,0,3,1,1,0,1,1
3490,4101,1,42,1,0,0,0,17,1,0,1,1,1
3491,4102,1,34,0,0,0,0,3,0,1,0,0,0
3492,4103,1,38,0,0,0,0,2,1,1,0,0,0
3493,4104,1,21,1,0,0,0,1,1,1,0,1,1
3494,4105,1,33,1,0,0,0,5,0,1,0,0,1
3495,4106,1,32,1,0,0,1,9,1,0,1,1,1
3496,4107,1,45,0,0,0,0,1,0,0,1,0,0
3497,4108,1,30,0,0,0,0,1,1,1,0,1,0
3498,4109,0,29,1,0,0,0,0,0,1,0,1,0
3499,4111,0,51,0,0,0,0,0,1,0,1,0,0
3500,4112,0,28,1,0,0,0,0,0,1,0,0,0
3501,4113,1,27,0,0,0,0,1,0,1,0,0,0
3502,4114,1,28,0,0,0,0,16,1,1,0,1,1
3503,4115,0,30,1,0,0,0,0,0,1,0,0,0
3504,4116,1,32,1,0,0,0,0,0,0,1,1,0
3505,4117,1,27,0,0,0,0,5,0,1,0,0,1
3506,4118,1,21,0,0,0,0,1,1,1,0,1,1
3507,4119,1,21,1,0,0,0,0,0,1,0,1,1
3508,4120,0,34,0,0,0,0,0,1,1,0,0,0
3509,4121,1,24,1,0,0,0,7,1,1,0,1,1
3510,4122,1,32,0,0,0,0,0,0,0,1,0,0
3511,4123,0,38,0,0,0,0,5,1,1,0,1,0
3512,4124,1,56,1,0,0,0,3,0,0,1,0,0
3513,4125,0,44,1,0,0,0,0,0,0,1,0,0
3514,4126,1,31,1,0,0,0,1,1,0,1,1,0
3515,4127,0,25,0,0,0,0,6,0,1,0,1,1
3516,4128,0,20,1,0,0,0,0,0,0,1,1,0
