,sex,age,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree_F,c_charge_degree_M,score_text_High,score_text_Low,score_text_Medium,two_year_recid
3723,1,38,0,0,0,0,1,0,1,0,0,1,0
3724,0,47,0,0,0,0,0,0,1,0,1,0,0
3725,1,33,0,0,0,0,1,1,0,1,0,0,1
3726,1,22,0,0,0,0,1,1,0,0,1,0,0
3728,1,40,0,0,0,0,0,0,1,0,1,0,1
3729,1,36,1,10,0,0,14,1,0,0,0,1,1
3730,0,65,0,0,0,0,0,0,1,0,1,0,0
3732,0,22,1,0,0,0,0,0,1,0,1,0,0
3733,1,34,0,0,0,0,0,0,1,0,1,0,0
3734,0,38,0,0,0,0,0,1,0,0,1,0,0
3735,0,26,0,0,0,0,4,1,0,0,1,0,1
3736,1,20,0,0,0,0,0,0,1,0,1,0,1
3737,1,49,0,0,0,0,0,1,0,0,1,0,0
3739,1,52,0,0,0,0,2,1,0,1,0,0,1
3740,1,25,0,0,0,0,2,0,1,0,1,0,1
3741,1,34,1,0,0,0,5,1,0,0,1,0,0
3742,1,33,1,0,0,0,1,0,1,0,1,0,1
3743,1,21,1,0,1,2,1,1,0,0,0,1,0
3744,1,46,1,0,0,0,9,1,0,0,1,0,0
3746,1,57,0,0,0,0,1,0,1,0,1,0,0
3747,1,22,1,0,0,1,2,1,0,0,1,0,1
3748,0,48,0,0,0,0,1,0,1,0,1,0,1
3749,1,40,1,0,0,0,21,1,0,0,0,1,0
3750,0,30,1,0,0,0,1,1,0,0,1,0,0
3751,1,21,0,0,1,0,4,0,1,0,0,1,1
3752,0,39,1,0,2,0,22,1,0,1,0,0,1
3754,0,33,0,0,0,0,0,0,1,0,0,1,1
3755,1,24,1,0,0,0,0,1,0,0,1,0,0
3756,1,43,1,0,0,0,0,1,0,0,1,0,1
3757,0,45,0,0,0,0,0,0,1,0,1,0,0
3758,1,51,1,0,0,0,3,1,0,0,1,0,0
3760,1,31,1,0,0,0,9,0,1,0,0,1,1
3761,1,27,0,0,0,0,0,0,1,0,1,0,0
3762,1,32,1,0,0,0,1,1,0,0,1,0,0
3763,1,49,0,0,0,0,0,0,1,0,1,0,0
3764,1,29,1,0,0,0,2,1,0,0,1,0,0
3765,1,23,1,0,1,0,2,1,0,0,0,1,1
3766,1,30,0,0,0,0,6,0,1,0,1,0,0
3768,1,30,0,0,0,0,0,0,1,0,1,0,0
3769,1,34,1,0,0,0,13,1,0,0,1,0,1
3771,1,33,1,0,0,0,4,1,0,0,0,1,0
3772,1,28,1,0,0,0,1,0,1,0,1,0,0
3773,1,29,1,0,0,0,1,1,0,1,0,0,0
3774,1,38,0,0,0,0,0,0,1,0,1,0,0
3775,1,37,0,0,0,0,0,1,0,0,1,0,0
3776,0,33,0,0,0,0,0,0,1,0,1,0,1
3777,1,30,0,0,0,0,0,1,0,0,1,0,0
3778,1,51,1,1,0,1,19,1,0,1,0,0,0
3779,1,65,1,0,0,0,7,0,1,0,0,1,0
3780,0,32,1,0,0,0,1,0,1,0,1,0,0
3781,1,38,0,0,0,0,5,1,0,0,0,1,1
3782,1,35,1,0,0,0,1,1,0,0,1,0,0
3783,1,57,0,0,0,0,1,1,0,0,1,0,0
3784,1,26,0,0,0,0,1,1,0,0,1,0,0
3786,0,36,1,2,0,0,4,0,1,0,0,1,1
3787,0,33,0,0,0,0,2,1,0,0,1,0,1
3788,1,35,0,0,0,0,3,1,0,0,0,1,1
3789,1,33,1,0,0,0,0,1,0,0,1,0,0
3790,1,47,0,0,0,0,0,0,1,0,1,0,0
3791,0,53,0,0,0,0,0,0,1,0,1,0,0
3793,1,35,0,0,0,0,1,0,1,0,1,0,1
3794,0,36,1,0,0,0,1,1,0,0,1,0,1
3795,0,25,0,0,0,0,0,0,1,0,1,0,0
3796,1,52,0,0,0,0,10,1,0,0,0,1,0
3799,1,51,0,0,0,0,6,1,0,0,1,0,1
3800,1,24,1,0,0,4,8,1,0,1,0,0,1
3801,1,32,0,0,0,0,0,1,0,0,1,0,1
3802,1,43,1,0,0,0,8,1,0,0,0,1,1
3803,1,45,1,1,0,1,20,0,1,0,0,1,0
3804,1,42,1,0,0,0,10,0,1,0,0,1,1
3805,1,22,1,0,0,0,1,1,0,0,0,1,1
3806,1,49,1,0,0,0,4,1,0,0,1,0,0
3807,1,42,1,0,0,0,0,1,0,0,1,0,1
3808,1,40,0,0,0,0,0,0,1,1,0,0,1
3809,1,25,1,0,1,0,2,1,0,0,0,1,1
3810,1,25,0,0,0,0,0,0,1,0,0,1,1
3811,1,23,1,0,0,0,0,1,0,0,0,1,0
3812,1,21,0,0,0,0,2,1,0,0,0,1,1
3813,1,31,0,0,0,0,3,0,1,0,0,1,0
3814,0,28,1,0,0,0,0,0,1,0,1,0,0
3815,1,24,1,0,0,0,11,1,0,1,0,0,1
3816,1,45,0,0,0,0,0,1,0,0,1,0,0
3817,1,23,1,0,0,0,2,0,1,0,1,0,1
3818,1,39,1,0,0,0,7,1,0,1,0,0,1
3820,1,24,1,0,1,0,1,1,0,0,1,0,0
3821,1,46,0,0,0,0,1,1,0,0,1,0,0
3822,1,47,0,0,0,0,3,1,0,0,1,0,0
3824,1,22,1,0,0,1,1,0,1,0,1,0,1
3825,0,34,0,0,0,0,0,0,1,0,1,0,0
3826,1,33,0,0,0,0,0,0,1,0,1,0,1
3828,1,29,1,0,0,1,16,1,0,1,0,0,1
3829,1,34,0,0,0,0,3,0,1,0,1,0,0
3831,1,29,1,0,0,0,0,0,1,0,0,1,0
3832,0,25,0,0,0,0,2,0,1,0,1,0,1
3833,1,34,0,0,0,0,16,1,0,0,0,1,1
3834,0,55,1,0,0,0,1,1,0,0,1,0,0
3835,1,27,1,0,0,0,0,1,0,0,1,0,1
3836,1,26,1,0,0,0,0,0,1,0,1,0,0
3837,1,39,1,2,2,1,19,1,0,1,0,0,1
3838,1,24,1,0,0,0,1,1,0,0,0,1,0
3839,1,29,0,0,0,0,0,0,1,0,1,0,0
3841,1,50,1,0,0,0,13,1,0,0,1,0,1
3842,1,25,0,0,0,0,2,1,0,0,0,1,1
3843,1,31,1,0,0,0,4,1,0,0,0,1,1
3844,1,31,0,0,0,0,0,0,1,0,1,0,0
3845,1,26,0,1,0,0,2,1,0,0,0,1,0
3846,1,54,0,0,0,0,2,1,0,0,1,0,0
3847,1,33,1,0,0,0,14,1,0,1,0,0,1
3848,1,22,1,0,0,0,0,0,1,0,1,0,1
3849,1,35,1,0,1,0,8,1,0,1,0,0,0
3850,0,30,0,0,0,0,4,1,0,0,0,1,1
3851,1,25,1,0,0,0,0,1,0,0,1,0,0
3852,1,25,1,0,0,0,0,1,0,0,0,1,0
3853,1,44,1,0,0,0,0,1,0,0,1,0,1
3854,0,29,0,0,0,0,2,1,0,0,0,1,1
3855,1,46,0,0,0,0,2,1,0,0,1,0,1
3856,1,53,0,0,0,0,0,0,1,0,1,0,0
3857,1,24,1,0,0,0,2,1,0,0,0,1,1
3858,0,52,1,0,0,0,2,1,0,0,1,0,1
3859,1,27,1,0,0,0,0,0,1,0,1,0,1
3860,1,41,0,0,0,0,0,1,0,0,1,0,0
3861,0,21,1,0,0,0,0,1,0,0,0,1,1
3862,1,24,0,0,0,0,1,1,0,0,1,0,0
3864,1,23,0,0,0,0,0,0,1,0,1,0,0
3865,1,42,1,0,0,0,0,1,0,0,1,0,0
3868,1,24,1,5,0,0,5,1,0,1,0,0,1
3869,1,26,1,0,0,0,4,1,0,1,0,0,1
3870,1,50,0,0,0,0,9,1,0,0,1,0,1
3871,0,32,1,0,0,0,3,0,1,0,0,1,0
3872,1,40,1,0,0,0,13,1,0,1,0,0,0
3875,1,27,1,0,0,0,2,1,0,0,1,0,0
3876,1,23,0,0,0,0,0,1,0,1,0,0,1
3877,1,37,1,0,0,0,22,0,1,1,0,0,1
3878,1,32,1,0,0,0,1,0,1,0,1,0,1
3880,1,52,0,0,0,0,4,0,1,0,1,0,1
3881,1,29,0,0,0,0,2,1,0,0,1,0,0
3883,1,49,1,0,0,0,0,0,1,0,1,0,0
3884,1,50,0,0,0,0,0,1,0,0,1,0,0
3885,1,26,0,0,0,0,2,1,0,0,1,0,1
3886,0,34,0,0,0,0,0,1,0,1,0,0,1
3887,0,28,0,0,0,0,1,1,0,0,0,1,0
3890,1,30,1,0,0,0,0,1,0,0,1,0,1
3891,1,24,1,0,0,0,3,1,0,0,1,0,1
3892,1,25,1,0,0,0,0,0,1,0,1,0,1
3893,1,25,1,0,0,0,4,0,1,0,1,0,1
3894,1,45,0,0,0,0,2,1,0,0,1,0,0
3895,1,26,0,0,0,0,1,1,0,0,0,1,1
3896,1,37,0,0,0,0,2,1,0,0,1,0,0
3897,1,24,0,0,0,0,0,0,1,0,1,0,0
3898,1,40,0,0,0,0,2,0,1,0,1,0,0
3900,0,33,0,0,0,0,0,1,0,0,1,0,0
3902,1,53,0,0,0,0,18,1,0,0,1,0,0
3903,1,55,0,0,0,0,0,0,1,0,1,0,0
3905,1,30,0,0,0,0,6,1,0,1,0,0,1
3906,1,21,1,0,0,0,1,1,0,0,0,1,1
3907,1,55,0,0,0,0,0,0,1,0,1,0,0
3908,1,22,0,0,0,0,1,1,0,0,1,0,1
3909,0,23,1,0,0,0,1,1,0,0,1,0,0
3912,1,57,0,0,0,0,9,1,0,0,1,0,1
3913,1,33,0,0,0,0,0,0,1,0,1,0,1
3914,1,32,0,0,0,0,2,1,0,0,1,0,0
3915,1,47,0,0,0,0,3,1,0,0,1,0,0
3916,1,51,0,0,0,0,6,0,1,0,1,0,1
3917,1,22,1,0,1,0,1,1,0,0,0,1,0
3918,1,47,0,0,0,0,2,1,0,0,1,0,0
3919,1,28,0,0,0,0,1,1,0,0,1,0,1
3921,1,28,1,0,0,0,5,1,0,1,0,0,0
3922,0,44,0,0,0,0,1,0,1,0,1,0,1
3923,1,25,1,0,0,0,0,1,0,0,1,0,1
3924,1,34,1,0,0,0,4,0,1,0,1,0,0
3925,1,65,0,0,0,0,0,0,1,0,1,0,0
3926,1,33,0,0,0,0,5,1,0,0,0,1,1
3927,0,23,0,0,0,0,0,0,1,0,1,0,0
3928,0,44,0,0,0,0,0,0,1,0,1,0,0
3930,1,24,1,0,0,0,1,0,1,0,1,0,0
3931,1,51,0,0,0,0,1,0,1,0,1,0,0
3932,0,21,1,0,0,0,0,1,0,1,0,0,1
3933,1,39,0,0,0,0,6,1,0,0,0,1,0
3934,1,29,1,0,0,0,29,1,0,1,0,0,1
3935,1,24,0,0,0,0,1,1,0,0,0,1,0
3936,0,23,1,0,0,0,0,1,0,0,0,1,1
3937,1,31,1,0,0,2,11,1,0,1,0,0,1
3938,0,35,1,0,0,0,0,0,1,0,1,0,0
3939,1,30,0,0,0,0,0,1,0,0,1,0,0
3941,0,39,1,0,0,0,4,1,0,0,0,1,0
3943,1,51,0,0,0,0,0,0,1,0,1,0,0
3944,1,22,0,0,0,1,1,1,0,0,0,1,0
3945,1,29,0,0,0,0,2,1,0,0,1,0,0
3947,1,32,0,0,0,0,6,1,0,0,1,0,1
3948,1,33,0,0,0,0,3,0,1,0,1,0,1
3949,1,58,0,0,0,0,5,1,0,0,1,0,1
3950,1,54,0,0,0,0,0,1,0,0,1,0,0
3952,1,33,1,0,0,0,2,1,0,1,0,0,1
3954,1,48,1,0,0,0,10,1,0,0,1,0,0
3955,1,23,1,0,0,0,0,0,1,1,0,0,0
3956,1,23,0,0,0,0,2,1,0,0,0,1,1
3957,1,47,0,0,0,0,1,0,1,0,1,0,0
3958,1,21,0,0,0,0,0,1,0,0,1,0,0
3959,1,29,1,0,0,0,0,0,1,1,0,0,1
3960,1,48,0,0,0,0,2,1,0,0,1,0,0
3961,1,37,0,0,0,0,4,0,1,0,1,0,1
3962,1,50,0,0,0,0,3,1,0,0,1,0,0
3963,1,19,1,0,0,0,3,1,0,1,0,0,1
3965,1,49,1,2,0,0,13,1,0,0,1,0,0
3966,1,58,0,0,0,0,2,1,0,0,0,1,0
3967,1,31,1,0,0,0,6,1,0,1,0,0,0
3968,1,23,1,0,0,2,1,0,1,0,0,1,0
3969,0,23,1,0,0,0,0,1,0,0,1,0,1
3970,1,31,0,0,0,0,17,1,0,1,0,0,1
3971,1,33,0,0,0,0,0,1,0,0,1,0,1
3972,1,57,0,0,0,0,6,1,0,0,1,0,0
3973,0,31,0,0,0,0,0,0,1,0,1,0,0
3974,1,57,1,0,0,0,19,1,0,0,0,1,0
3975,1,57,0,0,0,0,12,0,1,0,0,1,0
3976,1,29,1,0,0,0,6,0,1,0,0,1,1
3977,1,30,1,0,0,0,0,0,1,0,1,0,1
3978,1,45,1,0,0,0,11,1,0,0,1,0,0
3979,1,42,0,0,0,0,0,1,0,0,0,1,0
3980,1,48,0,0,0,0,7,1,0,0,1,0,0
3981,1,29,1,0,2,0,12,1,0,1,0,0,1
3983,0,28,0,0,0,0,0,1,0,0,1,0,0
3985,1,25,1,0,0,0,1,0,1,0,1,0,1
3986,0,34,0,0,0,0,3,0,1,0,0,1,0
3989,1,27,1,0,0,0,0,1,0,0,1,0,0
3990,1,39,1,0,0,0,4,1,0,0,1,0,0
3992,1,27,1,0,0,0,4,1,0,0,0,1,1
3993,1,30,0,0,0,1,7,1,0,1,0,0,1
3994,1,31,1,3,0,1,15,0,1,1,0,0,1
3995,1,20,1,0,0,1,1,0,1,1,0,0,1
3996,1,26,0,0,0,0,2,1,0,1,0,0,1
3999,1,34,0,0,0,0,0,1,0,0,1,0,1
4000,1,27,0,0,0,0,0,0,1,0,1,0,0
4002,1,29,1,0,0,0,4,1,0,0,1,0,0
4003,1,27,1,0,0,0,7,1,0,0,0,1,0
4004,0,24,0,0,0,0,0,1,0,1,0,0,0
4005,1,29,1,0,0,0,0,1,0,0,0,1,1
4006,1,20,0,0,0,0,0,1,0,0,1,0,0
4007,0,23,0,0,0,0,0,1,0,0,1,0,0
4008,0,48,1,0,0,0,0,0,1,0,1,0,0
4009,1,34,1,0,0,0,0,0,1,0,1,0,1
4010,1,46,1,0,0,0,1,0,1,0,0,1,1
4011,0,41,0,0,0,0,3,1,0,0,0,1,0
4012,1,26,1,0,0,0,3,1,0,0,0,1,1
4013,1,37,1,0,0,0,11,1,0,1,0,0,1
4016,0,22,0,0,0,0,2,1,0,0,1,0,0
4017,1,32,1,0,0,0,7,1,0,0,1,0,0
4018,1,44,1,0,0,0,0,0,1,0,1,0,0
4020,1,60,1,0,0,0,3,0,1,0,1,0,0
4021,1,49,0,0,0,0,0,1,0,0,1,0,0
4023,1,30,1,0,0,0,10,0,1,0,1,0,1
4024,1,52,0,0,0,0,0,1,0,0,1,0,0
4026,1,34,1,0,0,0,0,1,0,1,0,0,0
4027,1,55,1,0,0,0,5,1,0,0,1,0,1
4029,1,33,1,0,0,0,0,0,1,0,0,1,0
4030,1,22,1,0,0,0,0,1,0,0,0,1,1
4031,0,27,1,0,0,0,0,0,1,0,1,0,0
4032,1,20,1,0,0,2,0,1,0,0,0,1,1
4033,1,33,0,0,0,0,0,1,0,0,1,0,0
4034,1,26,1,0,0,0,0,0,1,0,1,0,0
4035,1,29,1,0,0,0,0,0,1,0,0,1,0
4036,1,32,1,0,0,0,1,0,1,0,1,0,0
4037,1,37,0,0,0,0,4,0,1,0,1,0,0
4038,1,31,1,0,0,0,15,1,0,1,0,0,0
4039,1,29,1,0,0,0,6,1,0,1,0,0,1
4040,1,31,1,0,0,0,6,1,0,0,1,0,0
4041,0,36,0,0,0,0,2,1,0,0,1,0,0
4043,0,37,1,0,0,0,1,1,0,0,1,0,0
4044,1,34,0,0,0,0,5,0,1,0,1,0,1
4045,1,20,0,0,0,0,1,0,1,0,0,1,1
4047,1,24,0,0,0,2,8,1,0,1,0,0,1
4048,1,29,1,0,1,0,8,0,1,1,0,0,1
4049,0,45,1,0,0,0,1,1,0,0,1,0,0
4050,1,34,0,0,0,0,2,1,0,0,0,1,1
4051,1,70,1,0,0,0,0,0,1,0,1,0,0
4053,1,23,1,1,0,0,4,1,0,1,0,0,0
4054,1,27,0,0,0,0,5,0,1,0,1,0,0
4055,1,44,0,0,0,0,6,1,0,0,0,1,1
4057,1,26,1,0,0,0,0,0,1,0,0,1,0
4058,0,23,0,0,0,0,2,0,1,0,0,1,0
4059,1,27,1,0,0,0,3,1,0,1,0,0,1
4060,0,46,0,0,0,0,1,1,0,0,1,0,0
4061,0,27,1,1,0,0,1,1,0,0,0,1,0
4062,1,45,0,0,0,0,7,1,0,0,1,0,0
4063,1,42,1,0,0,0,1,0,1,0,0,1,0
4064,0,24,0,0,1,0,3,0,1,0,0,1,1
4065,1,20,1,1,1,1,2,1,0,1,0,0,1
4066,1,49,0,0,0,0,3,1,0,0,1,0,0
4068,1,29,0,0,0,0,0,1,0,0,1,0,0
4069,0,52,0,0,0,0,1,1,0,0,1,0,0
4070,1,37,0,0,0,0,4,0,1,0,1,0,1
4071,1,26,1,0,0,0,1,0,1,0,1,0,0
4072,1,53,1,0,0,0,15,1,0,0,1,0,1
4073,1,47,0,0,0,0,1,1,0,0,1,0,0
4074,1,38,1,0,0,0,0,0,1,1,0,0,1
4075,1,25,1,0,0,0,1,1,0,0,0,1,0
4076,1,21,1,1,0,0,1,1,0,1,0,0,1
4077,1,48,1,0,0,0,0,0,1,0,1,0,0
4079,0,24,0,0,0,0,0,1,0,0,1,0,0
4080,1,22,1,0,0,0,0,1,0,0,1,0,1
4082,1,38,0,0,0,0,2,0,1,0,1,0,0
4083,1,23,0,0,0,0,0,1,0,0,1,0,1
4084,1,54,0,0,0,0,2,0,1,0,1,0,0
4085,1,24,0,0,0,0,1,1,0,0,1,0,0
4086,0,44,0,0,0,0,0,0,1,0,1,0,1
4088,1,64,0,0,0,0,0,0,1,0,1,0,0
4089,1,38,0,0,0,0,5,0,1,0,0,1,1
4090,0,45,0,0,0,0,0,0,1,0,1,0,0
4091,1,49,1,0,0,0,1,1,0,0,0,1,0
4093,1,33,0,0,0,0,0,0,1,0,1,0,0
4094,1,44,0,0,0,0,2,1,0,0,1,0,0
4095,1,51,1,0,0,0,3,1,0,0,1,0,0
4096,1,50,1,0,0,0,0,1,0,0,1,0,0
4097,1,33,0,0,2,0,2,0,1,0,1,0,0
4098,0,54,0,0,0,0,0,0,1,0,1,0,0
4099,1,28,0,0,0,0,3,1,0,0,0,1,1
4101,1,42,1,0,0,0,17,0,1,0,0,1,1
4102,1,34,0,0,0,0,3,1,0,0,1,0,0
4103,1,38,0,0,0,0,2,1,0,0,1,0,1
4104,1,21,1,0,0,0,1,1,0,1,0,0,1
4105,1,33,1,0,0,0,5,1,0,0,1,0,0
4106,1,32,1,0,0,1,9,0,1,0,0,1,1
4107,1,45,0,0,0,0,1,0,1,0,1,0,0
4108,1,30,0,0,0,0,1,1,0,1,0,0,1
4109,0,29,1,0,0,0,0,1,0,1,0,0,0
4111,0,51,0,0,0,0,0,0,1,0,1,0,1
4112,0,28,1,0,0,0,0,1,0,0,1,0,0
4113,1,27,0,0,0,0,1,1,0,0,1,0,0
4114,1,28,0,0,0,0,16,1,0,1,0,0,1
4115,0,30,1,0,0,0,0,1,0,0,1,0,0
4116,1,32,1,0,0,0,0,0,1,0,0,1,0
4117,1,27,0,0,0,0,5,1,0,0,1,0,0
4118,1,21,0,0,0,0,1,1,0,0,0,1,1
4119,1,21,1,0,0,0,0,1,0,0,0,1,0
4120,0,34,0,0,0,0,0,1,0,0,1,0,1
4121,1,24,1,0,0,0,7,1,0,1,0,0,1
4122,1,32,0,0,0,0,0,0,1,0,1,0,0
4123,0,38,0,0,0,0,5,1,0,0,0,1,1
4124,1,56,1,0,0,0,3,0,1,0,1,0,0
4125,0,44,1,0,0,0,0,0,1,0,1,0,0
4126,1,31,1,0,0,0,1,0,1,0,0,1,1
4127,0,25,0,0,0,0,6,1,0,0,0,1,0
4128,0,20,1,0,0,0,0,0,1,0,0,1,0
4129,1,35,1,0,0,0,1,0,1,0,0,1,0
4130,1,33,1,0,0,0,1,1,0,0,1,0,1
4131,1,24,1,0,0,0,0,0,1,0,1,0,0
4132,0,40,0,0,0,0,2,0,1,0,1,0,0
4133,1,27,1,0,0,0,9,1,0,1,0,0,1
4135,1,38,1,0,0,0,9,1,0,0,0,1,1
4136,1,20,0,0,0,1,0,1,0,0,0,1,1
4137,1,30,1,0,0,0,9,1,0,0,1,0,1
4138,1,36,0,0,0,0,9,1,0,0,0,1,1
4139,1,23,1,0,0,0,2,0,1,1,0,0,1
4140,1,39,1,0,0,0,21,1,0,1,0,0,1
4142,1,29,0,0,0,0,3,1,0,0,0,1,1
4143,1,58,0,0,0,0,2,0,1,0,1,0,1
4144,1,23,0,0,0,1,2,1,0,0,0,1,0
4145,1,23,0,0,0,0,3,0,1,1,0,0,1
4146,0,68,1,0,0,0,5,1,0,0,1,0,0
4147,0,26,0,0,0,0,2,0,1,0,0,1,0
4148,1,51,1,0,0,0,0,1,0,0,1,0,1
4149,1,25,1,0,0,0,0,0,1,0,1,0,0
4150,1,40,1,0,0,0,5,1,0,1,0,0,1
4151,1,51,1,0,0,0,14,1,0,0,0,1,0
4152,1,27,1,0,0,0,2,0,1,0,0,1,1
4153,1,49,1,0,0,0,11,0,1,0,0,1,1
4154,1,36,0,0,0,0,0,0,1,0,1,0,0
4156,1,20,1,0,0,0,0,1,0,0,1,0,0
4157,1,21,1,0,0,0,2,1,0,1,0,0,1
4158,0,31,1,0,0,0,0,1,0,0,1,0,0
4159,1,57,1,0,0,0,0,0,1,0,1,0,0
4160,0,61,0,0,0,0,8,1,0,0,1,0,1
4161,1,35,0,0,0,0,3,1,0,0,1,0,1
4162,1,54,1,0,0,0,3,1,0,0,0,1,1
4163,1,39,0,0,0,0,0,1,0,0,1,0,0
4164,1,24,1,0,1,0,1,1,0,0,0,1,0
4165,0,29,0,0,0,0,0,1,0,0,1,0,1
4166,1,48,1,0,0,1,8,1,0,1,0,0,1
4167,1,30,1,0,0,1,6,0,1,0,0,1,1
4168,1,26,1,0,1,0,10,1,0,1,0,0,1
4170,1,37,1,0,0,0,12,1,0,1,0,0,1
4171,1,26,1,0,0,0,4,1,0,0,0,1,1
4172,1,29,1,0,0,0,7,0,1,1,0,0,1
4173,1,26,1,0,0,0,1,0,1,0,0,1,1
4174,1,60,1,0,0,0,2,1,0,0,1,0,0
4175,1,27,0,0,0,0,2,1,0,0,0,1,1
4177,1,22,0,0,0,1,1,1,0,0,0,1,0
4178,1,28,1,0,0,0,3,1,0,0,0,1,0
4179,1,33,1,0,0,0,13,1,0,0,0,1,1
4180,1,28,1,0,0,0,2,1,0,0,1,0,0
4181,1,55,0,0,0,0,0,0,1,0,1,0,1
4182,1,21,1,0,1,0,6,1,0,1,0,0,1
4183,1,28,0,0,0,0,2,1,0,0,1,0,1
4184,0,22,0,0,0,0,0,0,1,0,1,0,0
4185,0,29,0,0,0,0,6,1,0,0,0,1,1
4187,1,24,1,0,0,0,2,0,1,1,0,0,1
4188,1,50,1,0,0,0,12,1,0,0,1,0,1
4189,1,24,1,0,0,0,1,0,1,0,0,1,1
4190,1,47,1,0,0,0,1,1,0,0,1,0,0
4192,1,54,0,0,0,0,6,1,0,0,1,0,0
4193,0,42,0,0,0,0,0,0,1,0,1,0,0
4194,1,35,0,0,0,0,5,1,0,0,1,0,0
4195,1,30,1,0,0,0,0,1,0,0,1,0,1
4196,1,53,0,0,0,0,1,1,0,0,1,0,0
4197,0,31,1,0,0,0,2,0,1,0,1,0,0
4200,1,31,1,0,0,0,0,1,0,0,1,0,1
4201,1,23,0,0,0,0,4,1,0,1,0,0,0
4202,1,47,1,0,0,0,9,1,0,0,1,0,0
4205,1,24,1,0,1,0,9,0,1,1,0,0,1
4206,0,22,1,0,1,0,2,1,0,1,0,0,0
4207,1,45,0,0,0,0,1,0,1,0,1,0,0
4208,0,30,1,0,0,0,2,1,0,0,1,0,0
4209,1,30,0,0,0,0,5,0,1,1,0,0,1
4211,0,43,0,0,0,0,22,0,1,1,0,0,1
4212,1,50,1,0,0,0,0,0,1,0,1,0,0
4213,0,24,0,0,0,0,2,1,0,0,1,0,1
4214,0,42,0,0,0,0,3,1,0,0,0,1,0
4215,0,29,0,0,0,0,1,1,0,0,0,1,1
4217,1,31,0,0,0,0,0,0,1,0,1,0,0
4218,1,25,1,0,0,0,5,1,0,1,0,0,1
4219,1,36,1,0,0,0,4,1,0,0,0,1,0
4220,1,24,1,0,0,0,1,0,1,0,0,1,1
4221,1,28,0,0,0,0,5,1,0,0,0,1,0
4222,1,31,0,0,0,0,0,0,1,0,1,0,1
4223,1,23,1,0,0,0,0,1,0,0,1,0,0
4224,1,29,0,0,0,0,4,0,1,0,0,1,1
4225,1,51,1,0,0,0,11,0,1,0,0,1,1
4226,1,34,1,0,0,0,1,1,0,0,0,1,0
4227,1,29,1,0,0,0,12,1,0,0,1,0,1
4228,1,39,1,0,1,0,13,1,0,1,0,0,1
4229,0,36,0,0,0,0,0,0,1,0,1,0,0
4230,1,59,1,0,0,0,15,0,1,0,0,1,1
4231,1,23,1,0,0,2,3,1,0,1,0,0,1
4232,1,31,1,0,0,0,15,1,0,1,0,0,0
4233,1,53,0,0,0,0,0,0,1,0,1,0,0
4234,1,34,1,0,0,0,12,1,0,0,0,1,0
4235,0,63,1,0,0,0,1,1,0,0,1,0,0
4236,1,21,0,0,0,0,0,1,0,0,1,0,1
4237,0,21,1,0,0,0,0,1,0,0,0,1,1
4238,1,47,0,0,0,0,28,1,0,1,0,0,1
4239,1,34,1,0,0,0,7,1,0,0,0,1,1
4241,1,58,0,0,0,0,4,1,0,0,0,1,1
4242,0,40,0,0,0,0,4,1,0,0,1,0,1
4243,1,36,1,3,0,0,16,1,0,1,0,0,1
4244,0,23,1,0,0,0,0,0,1,0,1,0,0
4245,1,34,1,0,0,0,5,1,0,0,1,0,1
4246,1,56,0,0,0,0,13,1,0,0,1,0,0
4247,0,52,0,0,0,0,0,1,0,0,1,0,0
4248,1,56,1,0,0,0,0,1,0,0,1,0,0
4249,0,37,1,0,0,0,0,0,1,0,1,0,0
4250,0,50,0,0,0,0,0,0,1,0,1,0,0
4251,1,25,1,0,0,0,1,1,0,0,1,0,1
4252,1,22,1,0,0,0,0,1,0,0,0,1,1
4253,0,43,0,0,0,0,0,0,1,0,1,0,1
4254,1,30,0,0,0,0,1,0,1,0,1,0,0
4255,1,29,0,0,0,0,0,1,0,0,1,0,0
4256,1,24,0,0,0,0,0,1,0,0,1,0,0
4257,1,29,1,0,0,0,7,0,1,1,0,0,1
4259,0,24,0,0,0,0,0,1,0,0,1,0,0
4260,0,74,1,0,0,0,0,1,0,0,1,0,0
4261,1,27,1,0,0,1,8,0,1,0,0,1,1
4262,1,37,0,0,0,0,1,1,0,0,1,0,1
4264,1,29,0,0,0,0,5,1,0,0,1,0,0
4266,0,35,1,0,0,0,5,1,0,0,1,0,0
4267,1,29,1,0,0,0,1,0,1,0,0,1,1
4268,1,36,0,0,0,0,1,1,0,0,1,0,0
4270,1,26,0,0,0,0,2,1,0,0,1,0,0
4272,0,26,1,0,0,0,1,1,0,0,0,1,0
4273,0,39,0,0,1,0,11,1,0,0,0,1,1
4274,1,22,1,0,1,0,3,1,0,0,1,0,1
4275,1,28,0,0,0,0,0,1,0,0,1,0,0
4276,1,51,0,0,0,0,1,1,0,0,1,0,1
4277,0,35,0,0,0,0,0,0,1,0,1,0,0
4278,0,23,1,0,0,0,0,0,1,0,1,0,0
4279,1,29,1,1,2,0,6,1,0,0,0,1,1
4280,1,20,0,0,0,0,0,1,0,0,1,0,1
4281,1,24,1,0,0,2,1,0,1,1,0,0,1
4282,0,23,0,0,1,0,2,0,1,0,1,0,0
4283,0,33,1,0,0,0,5,1,0,0,0,1,0
4284,1,21,0,1,0,0,1,1,0,0,1,0,1
