,sex,age,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,two_year_recid,c_charge_degree_F,c_charge_degree_M,risk_recid,prediction,prediction_prob
5993,1,32,0,0,0,0,4,1,1,0,1,1,0.5433183072917643
1373,1,34,0,1,0,0,9,1,1,0,1,1,0.8845611553382611
1627,1,29,1,0,0,0,1,0,1,0,1,0,0.40430506055421106
4830,1,34,1,0,0,0,1,0,1,0,0,0,0.3136514317321457
2983,1,27,1,0,0,0,1,0,0,1,0,0,0.35778894790013677
4426,0,43,0,0,0,0,0,0,0,1,0,0,0.08377386710954471
1465,1,27,1,0,0,0,3,0,1,0,0,1,0.5696778852161245
2120,1,36,0,0,0,0,1,1,1,0,0,0,0.2875026267783269
2975,0,35,1,0,0,0,0,1,0,1,0,0,0.34442465873906797
4070,1,38,0,0,0,0,0,0,0,1,0,0,0.09525991191747424
3678,1,30,0,0,0,1,1,0,1,0,0,0,0.34197343702436694
3368,1,48,1,0,0,0,10,0,1,0,0,1,0.5996062922723514
579,1,48,0,0,0,0,3,1,1,0,0,0,0.20636579952638542
4658,1,22,1,1,0,0,12,1,1,0,1,1,0.9864990572788149
4802,1,26,1,0,0,0,2,0,0,1,1,0,0.43759566982390913
1908,1,28,0,0,0,0,3,0,1,0,0,0,0.41593093005634707
4290,1,25,1,0,0,2,8,1,1,0,1,1,0.9523170144790013
4651,0,39,0,0,0,0,3,0,1,0,0,0,0.277828887095201
3581,1,47,1,0,0,0,9,0,1,0,0,1,0.5567530297940658
1877,0,29,0,0,0,0,1,1,1,0,0,0,0.47518508689903843
5485,1,54,0,0,0,0,2,1,0,1,0,0,0.08075022357294488
2204,1,21,1,1,0,0,1,0,1,0,1,1,0.7293793470155947
940,1,54,0,0,0,0,3,1,0,1,0,0,0.10181139979042249
4289,1,30,0,0,0,0,0,0,1,0,0,0,0.22053777318755896
4777,0,36,1,0,0,0,1,0,1,0,0,0,0.33472744957769485
4077,0,35,1,0,0,0,13,0,1,0,1,1,0.9206709691685172
4314,1,28,1,0,0,0,8,1,1,0,1,1,0.8860313616582197
5645,1,25,1,0,0,0,3,1,1,0,0,1,0.7336967023901635
2841,0,57,1,0,0,0,0,0,0,1,0,0,0.049325149133975114
3621,0,52,0,0,0,0,0,0,1,0,0,0,0.06017201670857326
910,1,44,0,0,0,0,3,0,1,0,0,0,0.1672502584466079
3386,0,31,0,0,0,0,0,0,0,1,0,0,0.19110661181024435
2519,1,22,1,0,0,1,0,1,1,0,1,1,0.6982656949013645
6148,1,26,0,0,0,0,0,0,1,0,0,0,0.2796698658375263
5444,1,24,0,0,0,0,1,1,1,0,1,1,0.5104390298905859
5520,1,23,1,0,1,1,8,1,1,0,1,1,0.9628079978464246
3463,0,52,0,0,0,0,1,0,1,0,0,0,0.07631156673782397
2640,1,21,1,0,0,0,0,0,1,0,1,0,0.4975932163427095
3964,1,20,1,0,0,0,3,1,1,0,1,1,0.8036088316518125
69,1,32,1,0,0,0,0,0,1,0,0,0,0.2932140947221021
1287,1,33,1,0,0,0,7,1,0,1,1,1,0.7397583759179932
1097,1,54,0,0,0,0,4,0,0,1,0,0,0.07606707954964705
3053,1,26,1,0,0,0,0,0,0,1,0,0,0.3184717347594578
3972,1,47,0,0,0,0,3,1,0,1,0,0,0.16472330529578955
3146,1,60,0,0,0,0,1,0,0,1,0,0,0.023282519967496897
2072,1,25,1,0,0,0,1,1,1,0,1,1,0.6233006366127527
1991,1,30,0,0,0,0,1,1,0,1,1,0,0.3124857969394646
797,1,24,1,0,0,0,2,0,1,0,1,1,0.5653550627335386
4544,1,34,1,0,0,0,5,1,0,1,0,1,0.6119997542510738
3067,1,72,0,0,0,0,7,0,1,0,0,0,0.057295348053652564
1987,1,45,1,0,0,0,17,1,1,0,1,1,0.9525935805606416
2897,1,23,1,0,0,3,2,1,1,0,0,1,0.8782530422981832
4665,1,43,1,0,0,0,15,1,0,1,1,1,0.9083071068908404
1241,1,24,1,0,0,1,4,0,1,0,1,1,0.755078999248889
1746,1,33,1,0,0,0,11,1,1,0,1,1,0.9183474061811941
3383,1,31,0,0,0,0,17,1,1,0,1,1,0.9725358823373131
53,1,38,0,0,0,0,4,1,0,1,0,0,0.34150897269738667
1870,1,43,1,0,0,0,0,0,1,0,0,0,0.14804438455013552
2056,1,45,1,0,0,0,13,1,1,0,0,1,0.8787529998939346
2331,0,38,0,0,0,0,20,1,1,0,1,1,0.9825793173169355
405,1,34,0,0,0,0,4,1,1,0,0,1,0.5038726675481
4564,0,50,0,0,0,0,1,1,1,0,0,0,0.14671176744513476
6118,1,28,0,0,0,0,0,1,0,1,0,0,0.2920920887669684
3019,1,22,1,0,0,0,2,1,1,0,0,1,0.7302413256820068
3817,1,21,1,0,1,0,2,0,1,0,1,1,0.7220301311010499
2677,1,65,0,0,0,0,3,0,1,0,0,0,0.03673749209697894
2757,1,22,0,0,0,0,0,1,0,1,0,0,0.39877025518162923
2452,1,42,0,0,0,0,0,0,0,1,0,0,0.07126129453854224
1745,1,48,0,0,0,0,2,0,0,1,1,0,0.0736281017434308
1678,0,24,0,0,0,0,0,0,0,1,0,0,0.29130104079365454
4357,1,46,0,0,0,0,0,1,1,0,0,0,0.12416438274716493
4034,1,32,1,0,0,0,3,0,1,0,0,0,0.47127982772996835
1646,0,24,1,0,0,0,6,0,0,1,1,1,0.7652155257792311
2352,1,35,1,0,0,0,0,0,1,0,0,0,0.24654005888045397
1394,1,22,0,0,0,1,0,1,0,1,0,0,0.4856270024916983
2976,1,20,0,0,0,0,0,1,1,0,1,1,0.5257917132046922
5149,1,24,1,0,0,1,1,1,1,0,0,1,0.7182452874085684
3084,0,28,0,0,0,0,0,0,1,0,1,0,0.29945873934278794
5827,1,49,1,0,0,0,2,0,1,0,0,0,0.15254253164421216
4763,0,47,1,0,0,0,7,1,1,0,1,1,0.6335001839546304
524,0,23,0,0,0,0,3,0,1,0,1,1,0.577003686076459
4695,1,31,0,0,0,0,5,1,1,0,1,1,0.6242804552953546
4053,0,26,1,0,0,0,1,0,1,0,1,1,0.5260285724553321
2139,1,27,1,0,0,0,2,1,0,1,1,1,0.5608643005317951
6044,1,34,1,0,0,0,1,0,1,0,1,0,0.3136514317321457
4933,1,33,1,0,0,0,0,0,1,0,1,0,0.27709175154382276
3096,1,24,1,0,4,0,14,1,1,0,1,1,0.9967117680998351
2685,1,25,0,0,0,0,2,0,1,0,1,0,0.4116587065645048
4750,1,21,1,0,0,0,0,0,1,0,0,0,0.4975932163427095
5297,1,28,1,0,0,1,12,1,0,1,1,1,0.955554881684068
5038,1,55,1,0,0,0,1,0,1,0,0,0,0.07984979865939534
1770,1,22,0,0,0,2,5,1,1,0,1,1,0.872795389153741
2014,1,38,0,0,0,0,10,1,1,0,1,1,0.7735892906575736
3306,1,23,0,0,0,0,0,1,1,0,1,0,0.46653308826134565
1344,1,28,0,0,0,0,0,1,0,1,0,0,0.2920920887669684
3203,1,43,1,0,0,0,0,1,1,0,0,0,0.23589521291448612
1137,1,36,0,0,0,0,6,0,1,0,0,0,0.4482970972897974
3384,1,33,0,0,0,0,0,1,1,0,0,0,0.2839083306588493
2411,1,42,1,0,0,0,1,1,0,1,1,0,0.23202685131107428
902,1,57,1,0,0,0,19,0,1,0,1,1,0.8793508833878432
1309,1,41,0,0,0,0,5,0,1,0,0,0,0.2977496350199228
2980,1,24,1,0,0,0,1,1,0,1,1,1,0.5565218645333554
2320,0,25,0,0,0,0,1,1,0,1,1,0,0.4654207268654653
2525,0,30,1,0,0,0,3,1,1,0,1,1,0.705235778734036
5467,1,28,1,0,0,0,4,1,0,1,0,1,0.6627201847652582
1515,1,33,0,0,0,0,0,1,1,0,0,0,0.2839083306588493
5781,1,28,1,0,0,0,1,1,1,0,0,1,0.5661732672724079
4075,1,33,1,0,0,0,3,1,1,0,1,1,0.5940151332150393
3697,1,55,1,0,0,0,0,0,1,0,0,0,0.06301297817873877
1232,1,51,0,0,0,0,2,0,1,0,0,0,0.08211562184049147
2017,1,22,1,0,0,0,1,1,1,0,1,1,0.6771944105422938
554,1,47,1,0,0,0,20,0,1,0,1,1,0.9540132992282065
4580,1,30,0,0,0,0,0,0,1,0,0,0,0.22053777318755896
1121,0,22,0,0,0,1,1,0,0,1,0,0,0.46933033768421567
1214,0,42,1,0,0,0,2,0,0,1,0,0,0.22059081804419317
273,1,21,0,0,1,0,3,0,1,0,1,1,0.6611817834129602
5594,1,20,0,0,0,0,0,1,0,1,1,0,0.4372392764140554
1622,1,43,0,0,0,0,0,0,0,1,0,0,0.06619992847722994
3351,0,21,1,0,0,0,0,1,1,0,1,1,0.6941341720335842
4805,1,21,1,0,0,0,0,1,0,1,0,1,0.5521707744024813
1938,1,49,0,0,0,0,2,0,1,0,0,0,0.09485674479263842
4171,1,24,1,0,0,0,1,0,1,0,1,1,0.5019963254634973
4274,1,32,0,0,0,0,0,1,0,1,0,0,0.23117642405054298
3064,1,60,1,0,0,0,13,0,1,0,0,1,0.5546152175902814
1736,1,23,1,0,0,0,3,1,1,0,1,1,0.763448114411199
5026,1,69,0,0,0,0,0,1,0,1,0,0,0.015848445531507337
6106,1,36,1,0,0,0,0,0,0,1,0,0,0.17481307448426003
2131,1,53,1,0,0,0,2,1,1,0,0,0,0.18899899311783672
4276,1,36,1,0,0,0,0,0,1,0,0,0,0.23214116877512297
3089,0,22,1,0,1,0,2,1,0,1,1,1,0.7939593489472767
471,1,22,1,0,1,0,3,1,1,0,1,1,0.8461982847669522
2756,1,29,1,0,0,0,5,0,1,0,1,1,0.6529876018631221
4402,1,51,1,0,0,0,4,0,1,0,0,0,0.2037309920611934
5243,1,31,0,0,0,0,1,1,1,0,0,0,0.374724822180963
2665,1,44,1,0,0,0,0,0,1,0,0,0,0.13834180753512415
4559,1,27,1,0,0,1,5,1,1,0,1,1,0.8478973920868165
1195,0,37,1,0,0,0,0,0,0,1,0,0,0.20156194009151687
1873,1,54,1,0,0,0,6,1,1,0,1,0,0.3738161670639654
4372,1,33,1,0,0,0,7,1,1,0,1,1,0.8022387149355251
2866,1,36,1,0,2,1,25,1,0,1,1,1,0.9987179105732281
6041,1,34,0,0,0,0,5,0,1,0,0,0,0.4245127758585446
1295,1,28,1,0,0,0,4,1,1,0,1,1,0.7371237517948452
2726,1,25,0,0,0,0,0,0,0,1,0,0,0.22747511899143757
5743,1,34,0,0,0,0,3,0,0,1,0,0,0.23689372372197817
3966,1,25,1,0,0,0,11,1,0,1,1,1,0.9368695402024679
5568,1,23,1,0,0,3,1,1,1,0,0,1,0.8482641396161135
713,1,56,0,0,0,0,4,0,0,1,0,0,0.0656666783762455
4205,1,44,0,0,0,0,1,0,0,1,0,0,0.07793412954078645
2128,1,28,0,0,0,0,0,1,1,0,0,0,0.3706072844262561
2115,1,21,0,0,1,1,1,0,0,1,0,1,0.5389554329920172
5446,0,64,1,0,0,0,0,0,1,0,0,0,0.04082152476594146
3941,1,23,0,0,0,0,0,0,1,0,1,0,0.3298699824351226
2489,1,64,0,0,0,0,8,0,1,0,0,0,0.12867519055676552
2047,1,34,0,0,0,0,0,0,0,1,0,0,0.12624195429696083
1360,1,61,0,0,0,0,0,0,0,1,0,0,0.016781692771892946
655,1,31,1,0,0,0,0,0,0,1,0,0,0.23933144397790496
538,0,35,0,0,0,0,0,1,1,0,0,0,0.3038705946295927
5152,1,25,1,0,0,0,2,1,1,0,0,1,0.6810324751709362
2623,1,38,0,0,0,0,17,0,1,0,1,1,0.9197207928921436
4649,1,53,1,0,0,0,3,1,1,0,1,0,0.2311927605184767
1602,1,25,0,0,0,0,0,0,1,0,0,0,0.2958808183192909
2805,0,26,1,0,0,0,5,1,1,0,1,1,0.8453609736487557
952,0,40,0,0,0,0,0,0,0,1,0,0,0.10388209045532375
639,1,26,1,0,0,0,4,1,1,0,1,1,0.7666140831560095
34,1,29,0,0,0,0,0,0,0,1,0,0,0.17667213578324636
6103,1,34,0,0,0,0,4,0,1,0,1,0,0.3637293249483822
519,1,25,1,0,0,0,4,1,1,0,1,1,0.7804685621414775
2740,0,26,1,0,0,0,3,1,1,0,0,1,0.7665249215609155
3523,1,20,0,0,0,1,0,1,1,0,1,1,0.6121461225572196
416,1,54,1,0,0,0,0,0,0,1,0,0,0.04852878508962173
3395,0,28,0,0,0,0,0,0,1,0,0,0,0.29945873934278794
5511,1,26,1,1,0,0,10,1,1,0,1,1,0.9696779568496687
3925,1,30,0,0,0,0,0,1,1,0,0,0,0.33451593472613955
5640,1,28,1,1,0,0,5,1,1,0,1,1,0.8841341291741823
418,0,59,0,0,0,0,0,0,0,1,0,0,0.025138766910731976
5179,1,35,1,0,0,0,1,1,1,0,1,0,0.42861426964655797
3103,1,25,0,0,0,0,1,0,0,1,0,0,0.2753423320571194
5578,1,34,1,3,1,0,13,1,1,0,1,1,0.9961030891116188
3799,1,61,1,0,0,0,12,0,1,0,0,0,0.47135339564831635
6056,1,25,1,0,0,0,3,1,1,0,1,1,0.7336967023901635
80,1,25,0,0,0,0,9,1,1,0,1,1,0.8810243673706817
4706,1,38,0,1,0,1,7,1,1,0,1,1,0.8268007126172251
890,1,32,1,0,0,0,2,0,0,1,0,0,0.3261656577969791
4699,1,47,0,0,0,0,5,0,0,1,0,0,0.1559965538413464
2363,1,51,1,0,0,0,9,1,1,0,1,1,0.6192259864892231
3254,0,28,1,0,0,0,0,0,0,1,0,0,0.3397113385915021
123,1,33,1,0,0,0,8,1,0,1,1,1,0.7857764512130074
587,1,28,1,0,0,0,2,0,0,1,0,0,0.3991175306710125
2807,1,21,1,0,0,0,0,0,0,1,0,0,0.4096869497995329
2218,1,48,1,0,0,0,7,1,1,0,1,1,0.5532257023328017
3787,1,53,1,0,0,0,4,0,1,0,1,0,0.1792621699854681
6090,1,58,0,0,0,0,8,0,0,1,0,0,0.14261935670842643
445,1,27,0,0,1,3,6,0,1,0,0,1,0.8826720681150286
2355,1,34,1,0,0,0,16,1,1,0,1,1,0.9738061877825779
549,1,31,1,0,0,0,0,1,1,0,1,0,0.4437365887637097
4461,1,23,1,0,0,0,3,1,1,0,1,1,0.763448114411199
1904,0,27,0,0,0,0,0,0,1,0,0,0,0.3163130488960503
2114,1,38,0,0,0,0,0,0,1,0,0,0,0.1306292874261103
4874,1,50,0,0,0,0,0,0,1,0,0,0,0.05495527388405808
449,1,32,0,0,0,0,1,1,1,0,0,0,0.3563804945755182
3428,1,33,1,0,0,0,0,0,0,1,1,0,0.21172377753525193
417,1,29,1,0,0,0,4,1,1,0,0,1,0.7215098904028504
4196,1,26,1,0,0,0,3,1,0,1,0,1,0.6407724885718317
5595,1,20,1,0,0,0,0,0,1,0,1,1,0.5173634298792028
4103,1,37,0,0,0,0,0,1,1,0,0,0,0.22415895245926049
1842,1,30,0,0,0,0,2,0,1,0,0,0,0.32024264556160226
5115,1,25,0,0,0,0,0,1,1,0,1,0,0.42744434856866775
3430,0,27,1,0,0,0,0,0,0,1,0,0,0.357674464474833
4557,1,37,1,3,0,0,12,0,0,1,1,1,0.9750778483058467
4495,1,40,0,0,0,0,10,1,1,0,1,1,0.7446868030264919
3611,1,21,0,0,0,0,0,1,1,0,0,1,0.5060371153341373
2097,1,45,1,0,0,0,3,0,0,1,0,0,0.1825665065202502
2179,0,59,1,0,0,0,0,0,0,1,0,0,0.04241323950444827
169,0,37,0,0,0,0,0,0,0,1,0,0,0.1281418499976388
3504,1,32,1,0,0,0,0,0,0,1,1,0,0.22522771426104732
3839,1,22,0,0,0,0,0,1,1,0,0,0,0.48626364911988484
3434,1,29,1,0,0,0,0,0,0,1,1,0,0.2693091257843413
6067,1,26,1,0,0,0,0,0,1,0,0,0,0.40007045617379294
3586,1,30,0,0,0,0,5,1,0,1,1,1,0.5575520816136249
3892,1,21,1,0,0,0,0,0,1,0,1,0,0.4975932163427095
4969,0,29,1,0,0,0,0,1,1,0,0,1,0.5465269535981745
3080,1,50,0,0,0,0,1,0,1,0,0,0,0.06979949104450314
6130,0,24,1,0,0,0,0,1,1,0,1,1,0.6415716601968168
2504,1,23,0,0,1,0,2,1,1,0,1,1,0.6963788766947009
597,1,28,1,0,0,0,0,0,1,0,0,0,0.3627636077224991
1673,1,59,1,0,0,0,4,1,1,0,0,0,0.19445747365617738
3464,1,37,0,0,0,0,4,1,0,1,0,0,0.3595153976497642
963,0,34,1,0,0,0,14,0,1,0,1,1,0.9418897736734725
4957,1,38,1,0,0,0,0,1,1,0,0,0,0.3143688329577403
410,0,24,0,0,0,1,6,1,1,0,1,1,0.8725818994589838
5840,1,43,0,0,0,0,1,1,0,1,0,0,0.13980160370155353
3193,1,46,1,0,0,0,9,0,1,0,0,1,0.5761781029604076
4863,1,32,1,0,0,0,0,0,0,1,0,0,0.22522771426104732
2182,1,30,0,0,0,0,13,1,1,0,1,1,0.9325401039988529
3279,1,31,0,0,0,0,0,0,0,1,0,0,0.15482129685203053
2437,1,36,0,0,0,0,9,1,0,1,0,1,0.6848900268131415
3452,1,26,1,0,0,0,0,0,0,1,1,0,0.3184717347594578
4925,0,27,0,0,0,0,0,0,0,1,0,0,0.24482604207668457
6119,1,22,1,0,0,0,0,0,0,1,1,0,0.390700530469067
4513,1,43,0,0,0,0,2,0,0,1,0,0,0.1055801739911124
5258,1,35,0,0,0,0,2,0,0,1,0,0,0.181854434501804
1500,1,25,1,0,0,0,1,0,1,0,0,0,0.4822266107291222
3187,1,49,0,0,0,0,0,0,1,0,0,0,0.059211435293515406
4435,1,20,1,1,2,0,5,1,1,0,1,1,0.972712307173
1706,1,35,1,0,0,0,2,0,0,1,0,0,0.27629684330231236
5287,1,23,0,0,1,0,2,0,1,0,1,1,0.56350719052217
1710,1,26,1,0,0,0,0,0,0,1,1,0,0.3184717347594578
601,1,50,1,0,0,0,18,1,1,0,1,1,0.9458243595358462
316,1,28,1,0,0,0,1,0,0,1,0,0,0.33982311425623357
4395,1,23,1,0,0,0,2,1,1,0,1,1,0.7143770733143192
1926,0,35,1,0,0,0,12,1,1,0,1,1,0.9411031130138803
269,1,27,0,0,0,0,8,0,1,0,1,1,0.733861725268926
3005,1,56,0,0,0,0,3,0,1,0,0,0,0.07212151749457323
5121,0,27,0,0,0,0,0,1,1,0,0,0,0.4511407420290769
4663,1,29,0,0,0,0,0,0,1,0,0,0,0.23443668447149218
5757,1,50,1,0,0,0,7,1,1,0,1,1,0.5138701364589154
4463,0,62,0,0,0,0,1,1,0,1,0,0,0.044550166622348404
4371,1,28,1,0,0,0,2,0,1,0,1,0,0.4866254486373251
5184,1,26,0,0,0,0,0,1,1,0,1,0,0.40820405460995146
682,0,33,1,0,0,0,0,0,0,1,0,0,0.25728553094367107
2547,0,47,1,0,0,0,0,0,0,1,0,0,0.1026934381507744
5165,1,22,1,0,0,0,0,0,0,1,1,0,0.390700530469067
4113,1,25,1,0,0,0,2,1,1,0,1,1,0.6810324751709362
3508,0,34,0,0,0,0,0,1,1,0,0,0,0.3208594844127646
5627,1,51,1,0,0,0,0,0,0,1,0,0,0.060737955948400243
3579,1,31,1,0,0,0,0,1,1,0,0,0,0.4437365887637097
3063,1,53,0,0,0,0,1,1,0,1,0,0,0.06862357172159875
5101,1,50,0,0,0,0,2,0,0,1,0,0,0.06353824123005164
3842,1,26,1,0,0,0,6,1,0,1,1,1,0.7930708355981002
4452,1,37,0,0,0,0,4,1,0,1,1,0,0.3595153976497642
4741,1,31,0,0,0,0,3,1,0,1,0,0,0.4115033621399853
5496,1,26,1,0,0,0,2,1,1,0,1,1,0.6636074112831996
3837,0,28,1,0,0,0,0,0,0,1,0,0,0.3397113385915021
996,1,25,0,0,0,0,1,1,0,1,0,0,0.403000342076986
63,1,29,1,0,0,0,5,1,1,0,1,1,0.7697504584041195
2410,1,30,1,0,0,0,4,0,0,1,1,0,0.48563324539303987
2398,1,21,0,0,0,0,1,1,1,0,1,1,0.5693228151215837
4242,1,26,1,0,0,0,1,0,1,0,1,0,0.4625123827752443
4071,0,25,1,0,0,0,3,0,0,1,1,1,0.5835984798258829
3165,1,32,0,0,0,0,3,1,1,0,1,0,0.4797035487451569
594,1,40,0,0,0,0,1,0,1,0,0,0,0.14201124300302034
535,1,23,0,0,2,0,3,1,1,0,1,1,0.8233710079377219
2747,0,27,0,0,0,0,2,1,1,0,1,1,0.5778163374980133
2917,1,24,1,0,0,0,1,1,1,0,1,1,0.6416862340633154
249,1,24,0,0,0,0,0,0,1,0,0,0,0.3126236187147477
4912,1,32,0,0,0,0,4,1,0,1,0,0,0.4546440901594232
1832,1,44,0,0,0,0,0,0,0,1,0,0,0.061474253487216225
4041,1,30,0,3,0,0,4,1,1,0,0,1,0.9289333212828872
5008,1,27,1,0,0,0,0,0,0,1,0,0,0.30155313549348445
5817,1,30,0,0,0,0,0,0,0,1,0,0,0.1654577229409389
5493,1,32,1,0,0,1,8,0,1,0,1,1,0.8194717057878272
4987,1,36,0,0,0,0,1,0,1,0,0,0,0.18508791726180457
5172,1,27,1,1,0,0,1,1,1,0,1,1,0.7486693039226049
5728,1,54,0,0,0,0,3,1,1,0,0,0,0.13923893548521354
6049,1,20,0,0,1,0,2,1,1,0,1,1,0.7441097432437187
5604,1,24,0,0,0,0,0,0,1,0,0,0,0.3126236187147477
4648,0,23,0,0,0,0,0,0,0,1,1,0,0.30789801108990833
4387,1,26,1,0,0,0,7,0,1,0,1,1,0.798895030507687
2049,0,32,1,0,0,0,0,0,1,0,0,0,0.3485579656135156
2826,0,38,0,0,0,0,1,1,0,1,1,0,0.23740608913192715
2712,1,31,1,0,0,0,0,0,1,0,1,0,0.3098724039582225
2952,1,30,0,0,0,0,0,1,0,1,0,0,0.26048243038693253
5837,1,31,0,0,0,0,0,0,1,0,0,0,0.20723981529218607
4219,1,26,1,0,0,0,1,1,1,0,0,1,0.6045530241567683
3601,1,34,1,0,0,0,1,0,1,0,1,0,0.3136514317321457
3366,1,54,0,0,0,0,0,0,1,0,0,0,0.04065425329788805
4643,1,48,0,0,0,0,0,1,0,1,1,0,0.07817379256139065
460,1,43,0,0,0,0,2,1,0,1,0,0,0.17335990502788953
834,1,23,1,0,0,0,2,1,1,0,1,1,0.7143770733143192
4504,1,21,1,0,0,0,2,1,0,1,1,1,0.6724580783155795
2297,1,56,1,0,0,0,9,0,0,1,1,0,0.3016153229393923
1851,1,33,1,0,0,0,4,0,1,0,1,1,0.5152010650311846
1405,1,57,1,0,0,0,19,0,1,0,0,1,0.8793508833878432
5178,0,55,0,0,0,0,0,0,0,1,0,0,0.03417631255965334
922,1,32,0,0,0,0,6,0,0,1,1,0,0.4386234769404197
5479,1,47,0,0,0,0,0,0,0,1,0,0,0.049124817556316654
1818,1,25,1,0,0,0,4,1,1,0,1,1,0.7804685621414775
5580,1,24,1,0,0,0,0,0,0,1,0,0,0.3537522207052559
326,1,27,1,0,0,0,12,1,1,0,1,1,0.9588966840032034
789,1,28,1,0,0,0,10,1,0,1,1,1,0.9007043141249015
5348,1,60,0,0,0,0,2,0,0,1,0,0,0.029841615781781888
3695,1,43,1,0,0,0,0,0,1,0,1,0,0.14804438455013552
2554,1,36,0,0,0,0,0,1,0,1,1,0,0.1797391397371473
1868,0,28,1,0,0,0,3,1,1,0,0,1,0.7370271885700387
139,1,22,1,0,0,0,1,0,1,0,0,1,0.5414553855662099
868,0,75,1,0,0,0,5,0,1,0,0,0,0.05995297394454793
5992,1,42,1,0,0,0,0,0,0,1,1,0,0.11644382664428421
4180,1,26,1,0,0,0,5,1,1,0,1,1,0.8091087288748974
2110,1,28,0,0,0,0,1,1,0,1,0,0,0.34744121682067963
1697,1,25,0,0,0,0,4,0,1,0,0,1,0.5381173310596439
3956,1,31,1,0,0,0,8,1,1,0,1,1,0.8597846425900711
37,1,29,0,0,0,0,2,1,0,1,0,0,0.38829721744087947
335,1,27,1,0,0,0,9,1,1,0,1,1,0.9156668108219252
4243,0,33,0,0,0,0,1,0,0,1,0,0,0.20650636956516666
2061,1,54,0,0,0,0,0,0,0,1,0,0,0.028838526676889457
4301,1,26,1,0,0,0,4,1,1,0,1,1,0.7666140831560095
2127,1,27,1,0,0,0,1,0,0,1,0,0,0.35778894790013677
3228,1,26,0,0,0,0,1,0,1,0,0,0,0.33377493904811023
1920,0,21,0,0,0,0,0,0,1,0,1,0,0.4265075882446203
5552,1,27,1,0,0,0,1,0,0,1,1,0,0.35778894790013677
2343,1,37,1,0,0,0,22,1,1,0,1,1,0.9926669044918456
4659,1,28,1,0,8,2,12,1,1,0,1,1,0.9993959067479741
1905,1,25,0,0,0,0,0,0,0,1,0,0,0.22747511899143757
2006,0,28,1,0,0,0,10,1,0,1,1,1,0.9212545429302375
1054,1,57,0,0,0,0,0,0,0,1,0,0,0.022885347691604826
2931,1,31,1,0,0,0,0,0,0,1,0,0,0.23933144397790496
5882,1,21,0,0,0,0,0,0,1,0,1,0,0.3657355547537916
2988,1,45,1,0,0,0,0,0,0,1,0,0,0.0941595508961479
879,1,25,0,0,0,0,1,0,1,0,0,0,0.3515913095423624
1148,1,22,1,0,0,0,1,1,0,1,1,1,0.595144903585621
5608,0,35,1,0,0,0,7,1,1,0,1,1,0.8170621503414723
967,1,23,0,0,0,0,0,1,1,0,0,0,0.46653308826134565
4405,1,30,0,0,0,0,0,0,0,1,0,0,0.1654577229409389
5129,1,52,0,0,0,0,1,0,1,0,0,0,0.060200200980430905
949,1,24,1,0,0,0,0,0,1,0,0,0,0.4385734109638988
1808,0,45,0,0,0,0,15,1,1,0,1,1,0.9006139599139805
1296,1,20,1,2,0,0,2,1,1,0,1,1,0.9337883264092856
3227,1,57,0,0,0,0,1,0,1,0,0,0,0.041346753630533126
2649,1,39,1,0,0,0,1,1,1,0,0,0,0.35344220502456825
6115,1,23,1,0,0,0,0,1,1,0,1,1,0.6003347558868429
3129,1,33,1,0,0,0,8,0,1,0,1,1,0.7466036580221029
5166,0,22,0,0,0,0,0,0,0,1,1,0,0.32500694201739055
6043,1,25,0,0,0,0,3,1,0,1,1,1,0.5291915609917003
403,1,34,0,0,0,0,4,1,1,0,1,1,0.5038726675481
3692,1,52,1,0,0,0,1,0,1,0,0,0,0.09911802341460978
5349,1,44,0,0,0,0,0,0,0,1,0,0,0.061474253487216225
1922,1,36,0,0,0,0,0,0,1,0,0,0,0.14967040580588595
3867,1,20,0,0,0,0,0,1,0,1,0,0,0.4372392764140554
3335,1,32,0,0,0,0,2,0,1,0,0,0,0.28682088747651363
2255,1,28,0,0,0,1,2,0,0,1,0,0,0.3550331416013062
2417,1,50,1,1,0,0,5,0,1,0,0,0,0.4297369135797531
2610,1,63,1,0,0,0,6,0,1,0,0,0,0.14153914954011598
5980,0,28,1,0,0,0,1,0,1,0,0,0,0.4865009699640497
2507,0,20,1,0,0,0,0,0,1,0,0,1,0.5802799071176926
2922,0,35,1,0,0,0,1,0,1,0,0,0,0.35256775707279614
4432,0,33,1,0,0,0,0,0,0,1,1,0,0.25728553094367107
1070,0,44,0,0,0,0,1,0,0,1,1,0,0.09829521716609849
629,1,21,1,0,0,0,0,1,1,0,1,1,0.6376266419630143
969,1,35,0,0,0,0,0,0,0,1,0,0,0.11777074715880273
5723,1,24,1,0,0,0,0,0,0,1,0,0,0.3537522207052559
5292,1,36,1,0,2,0,17,1,1,0,1,1,0.9902531512968935
5667,1,31,1,0,0,0,11,1,0,1,1,1,0.902268432285635
2732,0,25,1,0,0,0,4,1,1,0,1,1,0.8209562890765438
2768,1,39,0,6,1,0,17,1,1,0,1,1,0.9996163678116087
5416,0,28,1,0,0,0,0,0,0,1,0,0,0.3397113385915021
91,0,39,0,0,0,0,1,0,1,0,0,0,0.18768319431028047
1064,0,45,0,0,0,0,5,0,0,1,0,0,0.21828920335287655
887,1,40,1,0,0,0,0,0,1,0,0,0,0.18053963377126378
